strain,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content,ana360,psilabs,sclabs
space-bomb,,,,,,0.0,0.014,0.10200000000000001,0.0,0.0,0.0,0.0,0.35875,0.095,0.08,0.0,0.41925,0.015,0.0,0.596,0.40425,,0.0215,0.078,0.0,0.0,14.205,0.4728571428571429,0.0,21.35,0.01,0.0825,0.09500000000000001,0.05000000000000001,0.0,0.0,0.5999999999999999,0.07666666666666667,0.023333333333333334,,6,0,1
space-bomb-3,,,,,,,,,,,,,,,,,,,,,,,,,,,19.25166666666667,0.2183333333333333,,,,,,0.046,,,,0.0425,,,6,0,0
space-bomb-4,,,,,,,,,,,,,,,,,,,,,,,,,,,22.14,0.3,,,,,,,,,,0.04,,,1,0,0
space-bomb-5,,,,,,,,,,,,,,,,,,,,,,,,,,,13.87,0.27,,,,,,,,,,,,,1,0,0
space-bomb-rx,,,,,,,,,,,,,,,,,,,,,,,,,,,13.08,0.33499999999999996,0.39,,,0.14500000000000002,0.08,,,,,,,,2,0,0
space-cake,,,,,,,,0.0,,,,,0.0,,0.0,,0.53,0.0,,0.16,0.06,,0.0,0.0,,,18.57,0.36,,,,,0.06,0.12,,,0.63,,0.01,,1,0,0
space-cake-10-lr,0.0,0.0,,,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.03,0.04,0.13,0.18,0.0,0.49,0.26,0.04,0.05,1.03,0.0,0.0,,1.21,0.01,76.5,0.01,0.01,0.01,0.01,,,5.71,0.58,0.13,,0,1,0
space-candy,,,0.0,0.01,,0.0,0.009000000000000001,0.0025714285714285717,0.0,0.0,0.03333333333333333,0.0,0.039714285714285716,0.03,0.2641428571428571,0.013333333333333334,0.3348571428571429,0.13742857142857143,0.0,0.7875714285714286,0.07971428571428572,0.0,0.023285714285714288,0.15628571428571428,0.0,0.0,51.059999999999995,7.365714285714286,0.0,22.18,0.06333333333333334,0.14,0.12600000000000003,0.15571428571428572,0.0,0.0,0.712,0.1875,0.11142857142857142,14.0,4,2,1
space-candy-fg,,,,,,,,0.0,,,,,0.0,,0.0,,1.02,0.12,,2.88,0.0,,0.0,0.0,,,7.5,74.13,,,,0.31,0.09,0.47,,,1.59,2.19,0.87,,1,0,0
space-candy-terp-sugar,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.09,0.19,0.0,0.0,0.42,0.0,0.0,0.0,0.03,0.0,0.0,,68.4,,,0.3,0.3,,0.53,,,,1.34,0.92,,0,1,0
space-cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,14.634999999999998,1.33,,,,,,,,,0.26,0.12000000000000001,,,2,0,0
space-cookies,,,,,,,,0.0,,,,,0.0,,0.0,,1.47,0.0,,0.59,0.0,,0.0,0.0,,,28.21,0.33,,,,0.15,0.09,0.08,,,0.63,,0.05,,1,0,0
space-crystal,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,2.31,,0.0,1.18,,0.0,0.0,,,76.47,5.65,,,,0.22,0.22,0.46,,,0.41,,0.19,,1,0,0
space-dawg,,,,,,,,0.3425,,,,,1.0858333333333334,,0.051666666666666666,,0.8658333333333333,0.32083333333333336,,0.4024999999999999,0.22083333333333333,,0.0,0.505,,,17.23142857142857,0.6535714285714285,0.10500000000000001,,,0.01,0.11846153846153847,0.13833333333333334,,,0.4961538461538461,0.8300000000000001,0.048571428571428564,,14,0,0
space-dawg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,12.83,0.28,,,,,,,,,,,,,1,0,0
space-dawg-3,,,,,,,,,,,,,,,,,,,,,,,,,,,17.19,0.17,,,,,,,,,,,,,1,0,0
space-dawg-4,,,,,,,,0.0,,,,,0.0,,0.0,,1.22,0.0,,0.61,0.07,,0.0,0.0,,,19.63,0.385,,,,,0.08,0.19,,,0.64,,0.02,,2,0,0
space-dawg-flower-rosin,,,,,,,,,,,,,,,,,,,,,,,,,,,67.16,15.19,,,,0.45,0.29,1.26,,,,0.67,,,1,0,0
space-dawg-nug-run-closed-loop,,,,,,,,0.0,,,,,0.0,,0.0,,0.85,0.0,,2.39,0.0,,0.0,0.0,,,72.78,3.81,,,,0.11,0.24,0.19,,,0.74,0.47,0.13,,1,0,0
space-dawg-rx,,,,,,,,,,,,,,,,,,,,,,,,,,,11.37,0.42,0.02,,,0.02,0.03,,,,,,,,1,0,0
space-dawg-x-snow-cap,,,,,,,,,,,,,,,,,,,,,,,,,,,16.26,0.38,,,,,,,,,0.19,0.12,,,1,0,0
space-dog,,,,,,,,0.378,,,,,1.08,,0.006,,0.674,0.346,,0.266,0.254,,0.0,0.292,,,17.657999999999998,0.6739999999999999,0.05,,,,0.126,0.13799999999999998,,,0.6080000000000001,,0.07500000000000001,,5,0,0
space-fruit,,,,,,,,0.0,,,,,1.3,,0.01,,1.92,0.64,,1.06,0.34,,0.0,0.14,,,13.19,0.67,,,,,0.15,0.15,,,0.29,,,,1,0,0
space-ghost-hash,,,,,,,,0.0,,,,,0.0,,0.65,,0.0,0.0,,0.0,0.12,,0.0,0.0,,,77.88,0.69,,,,,0.28,0.28,,,5.25,,0.17,,1,0,0
space-glue,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101,0.012,0.0,0.0,0.026,0.0,,0.0,0.0,0.0,0.0,,76.71,0.0,0.0,0.28,1.02,0.0,0.24,0.0,0.0,0.0,1.33,2.32,,0,0,1
space-god-0206,,,,,,,,,,,,,,,,,,,,,,,,,,,68.91,10.63,,,,,1.39,,,,,,,,1,0,0
space-jill,,,,,,,,0.3663636363636364,,,,,1.17,,0.06454545454545454,,0.44909090909090904,0.5418181818181818,,0.8636363636363636,0.16636363636363638,,0.0,0.08272727272727273,,,15.930769230769233,0.6823076923076924,,,,0.03,0.1075,0.1575,,,0.3690909090909091,0.25666666666666665,0.05000000000000001,,13,0,0
space-monkey,0.0,0.0,0.0,0.0,,0.0,0.02,0.45,0.0,0.0,0.0,0.0,0.03666666666666667,0.0,0.01,0.03,0.5633333333333334,0.43333333333333335,0.0,0.30666666666666664,0.15666666666666668,0.03,0.13999999999999999,0.33666666666666667,0.0,0.0,26.15,5.996666666666667,0.01,26.08,0.030000000000000002,0.09000000000000001,0.034999999999999996,0.08666666666666667,,,0.99,0.325,0.09000000000000001,9.825,1,2,0
space-monkey-sg-ind,,,,,,0.0,0.014,0.018000000000000002,0.003,0.001,0.0,0.002,0.221,0.002,0.01,0.219,0.474,0.045,0.0,1.176,0.232,,0.087,0.612,0.0,0.0,,1.39,0.0,19.98,0.0,0.0,0.05,0.0,0.0,0.02,0.3,0.03,0.02,,0,0,1
space-needle,,,,,,,,0.35100000000000003,,,,,1.457,,0.191,,0.5280000000000001,0.35100000000000003,,0.5640000000000001,0.45499999999999996,,0.0,0.255,,,13.835833333333332,0.6627272727272727,0.07,,,0.2325,0.1366666666666667,0.11700000000000002,,,0.5040000000000001,0.275,0.07000000000000002,,12,0,0
space-needle-shatter,,,,,,,,0.0,,,,,0.0,,0.0,,0.33,2.71,,1.65,0.0,,0.0,0.0,,,59.41,14.01,,,,0.32,0.18,0.42,,,1.0,,,,1,0,0
space-obession-wax-7052,,,,,,,,,,,,,0.97,0.083,0.081,,0.999,0.715,,1.602,1.003,,0.409,0.883,,,78.9,4.76,,,,0.12,0.39,0.03,,,,0.89,0.25,,1,0,0
space-oddity,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.062,0.009000000000000001,0.0,0.311,0.03,0.0,0.677,0.923,,0.048,0.227,0.0,0.0,,0.79,0.0,29.68,0.0,0.0,0.06,0.0,0.0,0.0,1.38,0.21,0.0,,0,0,1
space-odyssey,,,,,,0.0,0.005,0.013,0.0,0.0,0.0,0.0,0.024,0.0,0.004,0.031,0.273,0.028,0.0,0.647,0.682,,0.054000000000000006,0.297,0.0,0.0,,2.64,0.0,20.79,0.02,0.0,0.05,0.0,0.0,0.0,0.37,0.12,0.06,,0,0,1
space-queen,,,,,,,,0.31333333333333335,,,,,0.8649999999999999,,0.03,,0.32333333333333336,0.24666666666666667,,0.615,0.4766666666666666,,0.0,0.8583333333333334,,,14.674000000000001,0.64,0.12,,,0.065,0.10857142857142857,0.08333333333333333,,,0.5366666666666666,0.0625,0.04833333333333334,,10,0,0
space-queen-1,,,,,,0.0,0.0,0.0,0.0,0.0,0.056,0.0,0.0,0.0,0.0,0.201,0.108,0.0,0.0,0.17,0.0,,0.0,0.0,0.0,0.0,,72.51,0.0,7.7,0.46,1.87,0.16,0.23,0.0,0.0,0.43,1.03,1.13,,0,0,1
space-queen-honeycomb,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,1.52,0.3,,0.0,0.0,,,84.96,3.51,,,,0.13,0.23,0.44,,,0.47,,0.12,,1,0,0
space-queen-live-resin-3941,,,,,,,,,,,,,,,,,,,,,,,,,,,83.27,0.73,,,,0.22,0.41,,,,,0.18,,,1,0,0
space-warp,,,,,,,,0.0,,,,,0.0,,0.0,,3.32,1.97,,0.0,1.0,,0.0,0.0,,,15.72,0.97,,,,,0.03,0.26,,,2.2,,0.07,,1,0,0
space-warp-2,,,,,,,,0.0,,,,,0.0,,0.0,,1.86,1.0,,0.0,1.07,,0.0,0.0,,,14.83,1.38,,,,,0.09,0.24,,,2.01,,,,1,0,0
spaceballs,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,0.11,,,,,,,,,0.06,,,,1,0,0
spacedog,,,,,,,,0.0,,,,,0.0,,1.41,,2.48,0.6,,0.0,0.73,,0.0,7.77,,,26.29,0.75,,,,,0.06,0.21,,,0.52,,0.06,,1,0,0
spacefarmers-ace-of-spades-2,,,,,,,,,,,,,,,,,,,,,,,,,,,13.21,0.24,,,,0.05,,,,,0.55,0.05,,,1,0,0
spacefarmers-ace-of-spades-3,,,,,,,,,,,,,,,,,,,,,,,,,,,12.63,0.19,,,,0.04,,,,,0.39,0.04,,,1,0,0
spacefarmers-jack-of-spades,,,,,,,,,,,,,,,,,,,,,,,,,,,14.79,0.16,,,,,,,,,0.68,0.06,,,1,0,0
spacefarmers-space-glizzle,,,,,,,,1.13,,,,,10.69,,0.0,,3.7,2.33,,1.56,0.28,,0.0,0.0,,,53.16,1.31,,,,,0.78,0.39,,,1.36,,0.23,,1,0,0
spacewalker-og,,,,,,0.0,0.018000000000000002,0.011,0.0,0.013,0.0,0.0,0.154,0.0,0.018000000000000002,0.063,0.131,0.063,0.0,0.424,0.627,,0.122,0.611,0.0,0.0,,0.34,0.0,26.85,0.0,0.0,0.04,0.0,0.0,0.0,0.94,0.13,0.0,,0,0,1
spanish-main-og-17501,,,,,,0.0,0.011,0.019,0.0,0.004,0.002,0.0,0.115,0.002,0.014,0.054000000000000006,0.208,0.045,0.0,0.672,0.7959999999999999,,0.078,0.501,0.0,0.0,,0.84,0.0,21.26,0.0,0.0,0.07,0.0,0.0,0.0,0.97,0.1,0.0,,0,0,1
sparta,,,,,,,,0.58,,,,,2.64,,0.0,,0.79,1.12,,0.6,0.0,,0.0,0.0,,,17.69,1.6,,,,,0.18,0.15,,,0.23,,0.11,,1,0,0
sparta-wax,,,,,,,,2.4,,,,,9.84,,0.0,,0.0,2.98,,1.24,0.0,,0.0,0.0,,,51.59,4.02,,,,,0.48,0.49,,,0.77,,0.41,,1,0,0
spartan,,,,,,,,0.46,,,,,1.83,,0.03,,0.47,0.0,,0.52,0.17,,0.0,0.0,,,13.4,0.78,,,,,0.15,0.09,,,1.15,,0.06,,1,0,0
spartan-kush,0.0,0.0,,,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.01,0.03,0.0,0.12,0.0,0.07,0.44,0.0,0.07,0.06,0.0,0.0,,0.71,0.01,19.02,0.01,0.01,0.01,0.01,,,0.63,0.01,0.05,9.96,0,1,0
spcr-730,,,,,,0.0,0.026,0.19,0.0,0.022,0.0,0.0,0.488,0.0,0.028,0.632,1.021,0.08199999999999999,0.0,3.205,0.229,,0.171,0.639,0.0,0.0,,11.92,0.0,66.24,0.32,0.07,0.19,0.0,0.0,0.0,0.76,0.28,0.21,,0,0,1
spcr-772,,,,,,0.0,0.011,0.182,0.0,0.01,0.008,0.0,0.225,0.011,0.034,0.6940000000000001,1.205,0.083,0.0,3.805,0.28300000000000003,,0.14,0.7190000000000001,0.0,0.0,,3.83,0.0,62.36,0.0,0.0,0.15,0.0,0.0,0.0,0.79,0.1,0.0,,0,0,1
spcr-775,,,,,,0.0,0.083,0.061,0.0,0.0,0.0,0.0,0.16399999999999998,0.092,0.095,0.12,0.5720000000000001,0.609,0.0,1.886,0.632,,0.672,2.644,0.0,0.0,,2.98,0.0,69.9,0.06,0.0,0.15,0.0,0.0,0.0,0.99,0.57,0.0,,0,0,1
spcr-789,,,,,,0.0,0.066,0.096,0.0,0.011,0.003,0.0,0.203,0.066,0.093,0.127,0.564,0.443,0.0,1.857,0.298,,0.529,1.905,0.0,0.0,,4.24,0.0,71.73,0.0,0.0,0.17,0.0,0.0,0.0,1.04,0.51,0.0,,0,0,1
spearmint-rhino,,,,,,,,,,,,,,,,,,,,,,,,,,,11.379999999999999,0.29500000000000004,,,,0.065,0.09,,,,,,,,2,0,0
special-ak,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.57,0.11,,0.0,0.0,,,17.67,0.27,,,,0.26,0.08,0.13,,,0.17,,0.02,,1,0,0
special-k,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,0.68,,,,0.05,0.03,,,,,,,,1,0,0
special-queen,,,0.0,0.0,,0.0,0.002,0.003,0.0,0.0,0.016,0.0,0.02,0.0,0.0,0.0225,0.07300000000000001,0.138,0.0,0.2135,0.312,0.0,0.06999999999999999,0.0825,0.0,0.0,20.9,0.385,0.0,12.8,0.0,0.0,0.12,0.0,0.0,0.0,0.915,0.115,0.0,13.0,0,1,1
special-x,,,,,,0.0,0.003,0.006,0.002,0.002,0.005,0.0,0.067,0.013,0.003,0.002,0.1,0.009000000000000001,0.0,0.269,0.652,,0.019,0.113,0.0,0.0,,1.16,0.0,17.91,0.0,0.0,0.06,0.0,0.0,0.0,0.72,0.1,0.03,,0,0,1
spg-x-ss-3,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.18,0.0,0.11,0.23,0.0,0.08,0.05,0.0,0.0,,14.9,,,0.02,0.06,,0.01,,,,0.14,0.04,10.0,0,1,0
spg-x-ss-4,,,0.0,0.0,,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.06,0.44,0.0,0.11,0.82,0.0,0.0,0.13,0.0,0.0,,25.2,,,0.08,0.08,,0.01,,,,0.17,0.07,11.0,0,1,0
spicy-sciteva,,,,,,,,0.38,,,,,2.66,,0.0,,0.29,0.77,,0.49,0.43,,0.0,0.0,,,12.48,0.31,,,,,0.14,0.16,,,0.25,,0.02,,1,0,0
spicy-white-devil,,,0.0,0.0,,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.47,0.03,0.1,0.22,0.02,0.26,0.37,0.08,0.12,0.02,0.02,0.0,,18.0,,,0.05,0.06,,0.01,,,,0.2,0.07,13.0,0,1,0
spirit-chicken-farm-nebula-ii,,,,,,0.0,0.0,0.0,0.0,0.0,0.057,0.0,0.0,0.104,0.424,0.0,0.0,0.026,0.0,0.033,0.213,,0.043,0.087,0.006,0.0,,0.68,0.0,4.82,0.0,0.0,8.42,0.0,0.0,0.04,0.36,0.06,0.02,,0,0,1
spirit-chicken-farms-dawg-cookies,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057,0.0,0.0,0.0,0.129,0.021,0.0,0.342,0.377,,0.035,0.214,0.0,0.0,,1.56,0.0,19.41,0.0,0.0,0.02,0.0,0.0,0.03,0.55,0.09,0.02,,0,0,1
spirit-in-the-sky,,,,,,,,0.41000000000000003,,,,,1.665,,0.13,,0.78,0.18,,0.9450000000000001,0.025,,0.0,0.0,,,16.6625,0.28,,,,,0.135,0.07250000000000001,,,0.58,,0.06666666666666667,,4,0,0
spirit-of-the-sky,,,,,,,,,,,,,,,,,,,,,,,,,,,14.74,0.1,,,,0.02,,,,,0.08,,,,1,0,0
spiritual-punk,,,,,,,,,,,,,0.099,0.016,0.0,,0.096,0.009000000000000001,,0.205,0.354,,0.016,0.026,,,19.82,0.36,,,,0.02,0.04,0.04,,,,0.22,,,1,0,0
spk-sour-patch-kids,,,,,,0.0,0.011,0.012,0.0,0.0,0.0,0.0,0.069,0.037000000000000005,0.01,0.28300000000000003,0.269,0.095,0.0,1.021,0.153,,0.09,0.525,0.0,0.0,,0.16,0.0,18.48,0.0,0.0,0.04,0.0,0.0,0.0,1.72,0.0,0.0,,0,0,1
split-1,,,,,,,,,,,,,0.115,0.0,0.006,,0.532,0.04,,1.114,0.023,,0.026,0.031,,,44.36,15.21,,,,,3.36,0.87,,,,0.77,0.75,,1,0,0
spody,,,,,,,,0.0,,,,,0.0,,0.57,,0.85,0.08,,0.34,0.17,,0.0,0.0,,,19.33,0.52,,,,,0.05,0.12,,,0.76,,0.01,,1,0,0
spog,,,,,,,,,,,,,,,,,,,,,,,,,,,10.86,0.48,,,,0.06,0.04,,,,,,,,1,0,0
spoon-out-of-big-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,13.14,0.19,,,,,0.17,,,,,,,,1,0,0
spuddys-food-company,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,17.68,,,,0.35,,,,,0.09,0.39,0.93,,1,0,0
sq18,,,,,,0.0,0.002,0.008,0.0,0.0,0.042,0.0,0.0,0.0,0.0,0.003,0.105,0.231,0.0,0.235,0.812,,0.097,0.039,0.0,0.0,,0.0,0.0,0.34,0.0,0.0,9.36,0.05,0.0,0.29,0.17,0.03,0.0,,0,0,1
sqc,,,,,,,,0.0,,,,,0.0,,0.0,,1.3,0.04,,1.3,0.0,,0.0,0.0,,,0.06,26.9,,,,0.34,,2.48,,,,1.47,3.3,,1,0,0
squirrel-extracts-bananimals,,,,,,0.0,0.085,0.054000000000000006,0.0,0.003,0.0,0.0,0.111,0.152,0.069,0.022,0.298,0.539,0.0,0.998,0.519,,0.627,2.3040000000000003,0.0,0.0,,2.21,0.0,79.31,0.0,0.0,0.17,0.0,0.0,0.0,1.03,0.75,0.0,,0,0,1
squirrel-extracts-sherbalato,,,,,,0.0,0.037000000000000005,0.051,0.011,0.004,0.0,0.0,0.637,0.091,0.038,0.02,0.584,0.177,0.0,1.58,0.09,,0.265,1.023,0.0,0.0,,2.12,0.0,76.48,0.0,0.0,0.16,0.0,0.0,0.0,1.53,0.44,0.0,,0,0,1
squirt,,,,,,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.07050000000000001,0.1065,0.0,0.109,0.1215,0.2525,0.0,0.376,0.5,,0.13,0.27649999999999997,0.0,0.0,,0.9199999999999999,0.0,19.259999999999998,0.0,0.0,0.055,0.0,0.0,0.01,1.18,0.08499999999999999,0.005,,0,0,2
squishy-face,,,,,,0.0,0.015,0.015,0.0,0.0,0.0,0.0,0.091,0.045,0.0,0.05,0.09,0.57,0.0,0.303,1.669,,0.235,0.322,0.0,0.0,,82.13,0.0,0.0,0.42,0.97,0.0,0.16,0.0,0.0,0.0,1.3,0.91,,0,0,1
sr-1,,,,,,,,0.0,,,,,0.0,,0.0,,0.38,0.98,,0.45,0.93,,0.0,0.0,,,13.13,1.67,,,,,0.16,0.19,,,0.34,,0.03,,1,0,0
sr-og,,,,,,,,0.42,,,,,0.86,,0.0,,1.33,1.03,,0.98,0.36,,0.0,0.0,,,15.81,0.78,,,,,0.18,0.13,,,0.33,,0.01,,1,0,0
srawberry-cough-cannabis-oil,,,,,,,,0.17,,,,,0.0,,0.11,,0.87,0.0,,1.98,0.0,,0.0,0.0,,,,75.59,0.29,,,0.38,,0.23,,,,3.38,2.44,,1,0,0
srs-face-off,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.0,0.0,0.071,0.136,0.025,0.0,0.453,0.383,,0.044,0.257,0.0,0.0,,1.24,0.0,19.84,0.0,0.0,0.03,0.0,0.0,0.0,0.58,0.03,0.0,,0,0,1
ss,,,,,,,,0.0,,,,,0.0,,0.0,,2.28,1.25,,0.64,0.0,,0.0,0.0,,,14.473333333333334,0.48333333333333334,,,,,0.06,0.19,,,0.64,0.01,,,3,0,0
ss-8000,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,96.17,,,,,,,1,0,0
ss-white-widow,,,,,,,,0.0,,,,,2.1,,0.0,,0.92,0.48,,1.01,0.49,,0.0,0.0,,,20.06,0.42,,,,,0.09,0.15,,,0.21,,,,1,0,0
ss-widow,,,,,,,,0.7,,,,,3.06,,0.0,,3.28,0.0,,0.66,0.0,,0.0,1.97,,,7.19,0.55,,,,,0.11,0.03,,,1.07,0.65,,,1,0,0
ss2,,,,,,0.0,0.005,0.008,0.0,0.001,0.004,0.0,0.053,0.0,0.004,0.003,0.065,0.02,0.0,0.239,0.904,,0.044,0.162,0.002,0.0,,0.5,0.0,24.4,0.0,0.0,0.07,0.0,0.0,0.0,0.4,0.11,0.0,,0,0,1
ssdd-10,,,0.0,0.0,,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.02,0.055,0.045,0.0,0.21500000000000002,0.11,0.0,0.085,0.465,0.0,0.0,,23.35,,,0.16,0.155,,0.14,,,,0.86,0.46499999999999997,12.0,0,2,0
ssdd-2,,,0.0,0.0,,0.0,0.045,0.0,0.0,0.0,0.0,0.055,0.04,0.0,0.0,0.02,0.025,0.08,0.0,0.16499999999999998,0.095,0.16,0.045,0.65,0.0,0.0,,21.15,,,0.14500000000000002,0.14,,0.15,,,,1.19,0.465,12.0,0,2,0
ssdd-3,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.03,0.05,0.03,0.0,0.19,0.03,0.0,0.07,0.47,0.0,0.0,,22.0,,,0.14,0.09,,0.13,,,,0.91,0.26,13.0,0,1,0
ssdd-7,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.02,0.0,0.07,0.0,0.13,0.05,0.0,0.13,0.84,0.0,0.0,,27.8,,,0.14,0.12,,0.14,,,,0.76,0.56,14.0,0,1,0
ssdd-9,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.07,0.04,0.0,0.24,0.11,0.0,0.09,0.51,0.0,0.0,,28.0,,,0.17,0.12,,0.14,,,,0.74,0.4,14.0,0,1,0
ssh,,,,,,0.0,0.005,0.01,0.0,0.0,0.0,0.0,0.049,0.0,0.002,0.002,0.065,0.02,0.0,0.242,1.063,,0.044,0.16,0.0,0.0,13.74,0.835,0.0,23.98,0.0,0.0,0.05,0.0,0.0,0.0,0.31500000000000006,0.09,0.0,,1,0,1
ssh-1,,,,,,0.0,0.004,0.008,0.0,0.0,0.0,0.0,0.031,0.0,0.0,0.003,0.047,0.012,0.0,0.175,0.5670000000000001,,0.029,0.08800000000000001,0.0,0.0,,0.6,0.0,20.05,0.0,0.0,0.06,0.0,0.0,0.0,0.35,0.08,0.0,,0,0,1
ssh-2,,,,,,0.0,0.004,0.009000000000000001,0.0,0.0,0.0,0.0,0.036000000000000004,0.0,0.0,0.003,0.053,0.015,0.0,0.196,0.6890000000000001,,0.033,0.102,0.0,0.0,,0.83,0.0,21.46,0.0,0.0,0.06,0.0,0.0,0.0,0.32,0.09,0.0,,0,0,1
ssh-51,,,,,,,,1.22,,,,,1.44,,0.0,,2.86,0.0,,0.82,1.65,,0.0,0.0,,,17.52,1.01,,,,0.01,0.15,0.04,,,0.38,,0.02,,1,0,0
ssh-58,,,,,,,,1.04,,,,,0.95,,0.0,,2.13,0.0,,0.49,1.2,,0.0,0.0,,,15.01,0.46,0.13,,,,0.14,0.03,,,0.47,,,,1,0,0
ssh-bho,,,,,,,,,,,,,,,,,,,,,,,,,,,50.76,4.88,,,,0.54,0.46,,,,,,,,1,0,0
ssh-shatter-cr,,,0.0,0.0,,0.09,0.02,0.0,0.0,0.0,0.0,0.0,0.23,0.0,1.75,0.01,0.11,0.25,0.17,0.25,1.08,0.78,0.11,0.23,0.09,0.02,,54.5,,,0.09,0.07,,0.01,,,,3.44,0.09,,0,1,0
ssh-x-lemon-skunk,,,,,,,,,,,,,,,,,,,,,,,,,,,17.81,0.6,,,,0.08,0.01,,,,,,,,1,0,0
ssh-x-sfv-full-melt-hash,,,,,,,,,,,,,,,,,,,,,,,,,,,9.24,31.63,,,,0.11,,,,,,,,,1,0,0
ssh-x-white-widow,,,,,,,,0.28,,,,,4.04,,0.0,,0.37,0.0,,0.35,0.21,,0.0,0.0,,,13.17,0.69,,,,,0.14,0.28,,,0.78,,0.03,,1,0,0
ssk-rp-kush,,,,,,,,0.0,,,,,0.0,,0.0,,0.82,1.27,,0.77,0.0,,0.0,0.0,,,22.24,0.89,,,,,0.06,0.09,,,0.15,,0.02,,1,0,0
ssk-rpk,,,,,,,,0.0,,,,,0.0,,0.0,,0.81,0.35,,0.4,0.0,,0.0,0.0,,,24.07,0.81,,,,,0.11,0.21,,,0.27,,0.02,,1,0,0
sslh-nw-nw,,,,,,,,0.0,,,,,0.0,,0.87,,0.44,0.38,,0.0,0.09,,0.0,0.0,,,23.14,,,,,,0.06,0.05,,,1.96,,,,1,0,0
ssrktrue-og,,,,,,,,,,,,,,,,,,,,,,,,,,,17.93,6.85,,,,0.22000000000000003,0.07500000000000001,0.10500000000000001,,,,0.305,0.15000000000000002,,2,0,0
sst,,,,,,,,0.0,,,,,0.0,,0.0,,0.27,0.1,,0.36,0.37,,0.0,0.44,,,0.98,0.15,,,,,14.66,0.46,,,0.38,,0.07,,1,0,0
ssw-1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,0.04,,,,,2.62,,,,0.15,,,,1,0,0
ssw-2,,,,,,,,0.51,,,,,1.83,,0.0,,0.11,0.47,,0.72,1.63,,0.0,0.0,,,11.46,0.75,,,,,0.53,0.06,,,0.65,,0.1,,1,0,0
ssw-3,,,,,,,,0.25,,,,,4.04,,0.0,,0.06,0.44,,0.47,1.21,,0.0,0.0,,,4.73,0.85,,,,,6.7,0.33,,,0.86,0.35,0.12,,1,0,0
sswwvortex-1-lot-h1-004,,,,,,,,0.57,,,,,0.77,,0.0,,0.2,0.0,,0.49,0.16,,0.0,4.14,,,16.38,0.61,,,,,0.17,0.18,,,1.17,,0.09,,1,0,0
sswwvortex-a-lot-h1-004,,,,,,,,0.58,,,,,0.85,,0.0,,0.51,0.39,,1.4,0.0,,0.0,2.78,,,12.42,0.81,,,,,0.16,0.16,,,1.13,,0.09,,1,0,0
sswwvortex-b-lot-h1-004,,,,,,,,0.61,,,,,0.97,,0.0,,0.38,0.44,,0.8,0.2,,0.0,2.69,,,12.95,0.47,,,,,0.16,0.15,,,1.1,,0.1,,1,0,0
