strain,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content,ana360,psilabs,sclabs
hg-chocolate-fondue,,,,,,,,0.0,,,,,0.0,,0.0,,0.41,0.0,,1.17,0.0,,0.0,0.0,,,18.91,1.66,,,,,0.06,0.16,,,0.61,,0.04,,1,0,0
hg-dp,,,,,,,,0.0,,,,,0.0,,0.0,,0.7,0.8,,0.13,0.13,,0.0,0.0,,,25.71,0.37,,,,,0.06,0.15,,,0.19,,,,1,0,0
hg-dutch,,,,,,,,0.0,,,,,0.0,,0.53,,0.4,0.0,,0.42,0.0,,0.0,0.0,,,26.54,1.04,,,,,0.08,0.17,,,1.54,,0.04,,1,0,0
hg-indica-oil,,,,,,0.0,0.0,0.08900000000000001,0.0,0.0,0.083,0.0,0.2,0.0,0.086,0.073,0.449,0.0,0.0,1.167,0.097,,0.0,0.08800000000000001,0.0,0.0,,61.88,0.0,1.99,0.53,0.36,0.37,1.61,0.0,0.0,0.69,1.8,1.39,,0,0,1
hg-oil-po,,,,,,,,0.0,,,,,0.0,,1.21,,0.61,1.97,,1.25,0.44,,0.0,0.0,,,16.81,29.81,,,,0.75,0.17,0.52,,,0.5,,,,1,0,0
hg1,,,,,,,,0.45,,,,,5.25,,0.39,,2.4,2.78,,4.14,0.0,,0.0,0.0,,,14.8,5.12,,,,,0.56,0.44,,,1.36,0.58,0.38,,1,0,0
hg36-d0157,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,85.35,0.0,0.0,0.46,0.32,0.0,0.16,0.0,0.0,0.0,1.03,1.4,,0,0,1
hgul1024s,,,,,,0.003,0.021,0.064,0.003,0.015,0.028,0.014,0.331,0.225,0.128,0.142,0.393,0.267,0.003,1.195,1.882,,0.184,0.777,0.0,0.001,,3.37,0.0,72.23,0.0,0.0,0.14,0.0,0.0,0.0,1.48,0.28,0.0,,0,0,1
hh-platinum-cookies-shatter-stick,,,,,,,,0.0,,,,,0.0,,0.0,,0.53,0.0,,1.23,0.61,,0.0,0.0,,,26.2,1.52,,,,,0.39,0.13,,,0.61,,0.15,,1,0,0
hhc-x-aims-horticulture-x-imperial-ex-banana-core,,,,,,0.0,0.059,0.045,0.0,0.027000000000000003,0.0,0.0,0.502,0.029,0.018000000000000002,0.4,0.601,0.304,0.0,2.043,0.333,,0.401,1.408,0.004,0.0,,1.47,0.0,76.12,0.0,0.0,0.16,0.0,0.0,0.0,3.25,0.6,0.0,,0,0,1
hhc16,,,,,,0.0,0.016,0.018000000000000002,0.0,0.0,0.077,0.0,0.131,0.0,0.012,0.055,0.118,0.047,0.0,0.374,1.123,,0.076,0.523,0.0,0.0,,2.18,0.0,22.16,0.0,0.0,0.13,0.0,0.01,0.0,1.36,0.1,0.0,,0,0,1
hhf126,,,,,,0.0445,0.0034999999999999996,0.037000000000000005,0.0115,0.025500000000000002,0.0,0.0,0.042499999999999996,0.0925,1.0905,0.0,0.15799999999999997,0.0645,0.033,0.507,0.184,,0.1015,0.158,0.0175,0.0085,,0.88,0.01,22.085,0.0,0.0,0.06,0.0,0.0,0.0,0.485,0.045,0.0,,0,0,2
hhf127,,,,,,0.0,0.01,0.021,0.010499999999999999,0.0,0.0905,0.0,0.10550000000000001,0.0,0.011,0.0,0.277,0.026000000000000002,0.0,0.724,0.9430000000000001,,0.0455,0.2395,0.0,0.0,,1.03,0.0,22.845,0.005,0.0,0.08,0.0,0.0,0.0,0.72,0.04,0.02,,0,0,2
hhf139,,,,,,0.0,0.056,0.0,0.051,0.0,0.235,0.0,0.203,0.0,0.0,0.0,0.025,1.207,0.0,0.032,3.964,,0.496,0.628,0.0,0.0,,2.09,0.0,30.68,0.0,0.0,39.19,0.89,0.02,0.18,1.29,0.19,0.0,,0,0,1
hhf153,,,,,,0.0,0.04,0.052000000000000005,0.035,0.0,0.161,0.0,0.185,0.116,0.031,0.163,0.394,0.119,0.0,1.349,0.382,,0.177,0.993,0.0,0.0,,1.8,0.0,58.89,0.0,0.0,0.17,0.0,0.0,0.0,1.49,0.21,0.1,,0,0,1
hhf154,,,,,,0.0,0.028,0.095,0.0,0.0,0.0,0.0,0.379,0.0,0.015,0.315,0.59,0.134,0.0,1.3230000000000002,0.065,,0.252,1.347,0.0,0.0,,2.0,0.0,74.97,0.0,0.0,0.47,0.0,0.0,0.0,5.96,0.38,0.04,,0,0,1
hhf174,,,,,,0.0,0.05,0.13,0.0,0.0,0.0,0.0,0.304,0.0,0.043,0.0,0.633,0.134,0.0,1.893,1.763,,0.234,1.154,0.0,0.0,,11.78,0.0,58.29,0.0,0.0,0.26,0.0,0.0,0.0,3.23,0.45,0.06,,0,0,1
hhf177,,,,,,0.0,0.05,0.076,0.0,0.0,0.0,0.0,0.217,0.078,0.031,0.0,0.256,1.763,0.0,0.599,1.165,,0.488,0.505,0.0,0.0,,12.16,0.0,60.71,0.16,0.0,0.29,0.0,0.0,0.0,2.88,0.44,0.06,,0,0,1
hhf186,,,,,,0.031,0.03,0.098,0.07,0.0,0.214,0.0,0.142,0.047,0.544,0.0,0.486,0.229,0.032,1.412,0.243,,0.187,0.545,0.03,0.0,,6.85,0.0,37.62,0.27,0.09,0.22,0.0,0.03,0.0,0.65,0.23,0.04,,0,0,1
hhf206,,,,,,0.0,0.048,0.061,0.0,0.0,0.122,0.0,0.17600000000000002,0.0,0.0,0.0,0.197,1.49,0.0,0.54,0.544,,0.6,0.198,0.0,0.0,,5.37,0.0,74.66,0.0,0.0,0.3,0.0,0.02,0.0,2.13,0.23,0.0,,0,0,1
hhf283,,,,,,0.069,0.021,0.009000000000000001,0.0,0.0,0.037000000000000005,0.0,0.054000000000000006,0.17800000000000002,1.84,0.0,0.023,1.036,0.057,0.062,0.162,,0.5,0.483,0.032,0.0,,2.06,0.0,15.72,0.0,0.0,0.05,0.0,0.0,0.0,0.55,0.07,0.02,,0,0,1
hhf4333,,,,,,0.0,0.049,0.111,0.0,0.0,0.0,0.0,0.588,0.0,0.037000000000000005,0.0,1.96,0.104,0.0,4.718,0.08900000000000001,,0.16699999999999998,1.0,0.0,0.0,,2.37,0.0,69.72,0.0,0.0,0.26,0.0,0.0,0.0,2.71,0.25,0.0,,0,0,1
hhf4423,,,,,,0.0,0.01,0.037000000000000005,0.0,0.025,0.01,0.0,0.058,0.0,0.009000000000000001,0.0,0.376,0.025,0.0,0.93,0.068,,0.042,0.274,0.0,0.0,,0.7,0.0,19.37,0.0,0.0,0.07,0.0,0.01,0.0,2.28,0.08,0.0,,0,0,1
hhf4433,,,,,,0.019,0.009000000000000001,0.019,0.013,0.023,0.0,0.0,0.055,0.279,0.348,0.0,0.08,0.304,0.013,0.196,1.017,,0.103,0.083,0.012,0.0,,0.74,0.0,15.63,0.04,0.0,0.07,0.0,0.01,0.0,1.75,0.04,0.0,,0,0,1
hhf4442,,,,,,0.0,0.011,0.016,0.0,0.0,0.0,0.0,0.018000000000000002,0.011,0.009000000000000001,0.0,0.146,0.198,0.0,0.374,0.5710000000000001,,0.093,0.138,0.0,0.0,,0.36,0.0,18.05,0.0,0.0,0.05,0.0,0.0,0.0,1.3,0.07,0.0,,0,0,1
hhf4443,,,,,,0.021,0.009000000000000001,0.014,0.014,0.0,0.0,0.0,0.052000000000000005,0.304,0.375,0.0,0.083,0.307,0.012,0.202,1.117,,0.105,0.09,0.012,0.006,,1.06,0.0,14.2,0.06,0.0,0.06,0.0,0.0,0.0,1.27,0.05,0.0,,0,0,1
hhf64,,,,,,0.0,0.051,0.071,0.0,0.0,0.0,0.0,0.244,0.0,0.042,0.0,0.458,0.132,0.0,1.415,0.268,,0.218,1.025,0.0,0.0,,8.75,0.0,64.37,0.1,0.0,0.21,0.0,0.0,0.0,2.49,0.67,0.05,,0,0,1
hho-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.62,,,,,,0.27,,,,,0.47,,1,0,0
hho-blood-of-the-sun,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,78.32,,,,,,,,,,,0.15,,1,0,0
hho-golden-ticket,,,,,,,,1.64,,,,,0.0,,0.0,,0.0,0.0,,1.41,0.42,,0.0,0.0,,,47.87,5.52,,,,0.84,0.48,0.67,,,1.44,,0.26,,1,0,0
hho-slab,,,,,,,,,,,,,,,,,,,,,,,,,,,65.77,3.65,,,,0.52,0.42,,,,,0.47,,,1,0,0
hi-tech,,,,,,0.0,0.01,0.009000000000000001,0.0,0.0,0.0,0.0,0.155,0.0,0.003,0.039,0.119,0.037000000000000005,0.0,0.311,0.094,,0.061,0.344,0.0,0.0,,0.66,0.0,22.46,0.0,0.0,0.07,0.0,0.0,0.0,1.49,0.09,0.0,,0,0,1
hibiscus-ben-blake,,,,,,0.017,0.004,0.006999999999999999,0.006999999999999999,0.0,0.065,0.0,0.043,0.084,0.639,0.002,0.048,0.258,0.015,0.153,0.399,,0.154,0.116,0.009000000000000001,0.0,,0.7,0.0,19.65,0.0,0.0,0.03,0.0,0.0,0.0,0.56,0.07,0.0,,0,0,1
hidden-kush,,,,,,,,0.13799999999999998,,,,,0.0,,0.0,,1.6300000000000001,0.8320000000000001,,0.194,0.7040000000000001,,0.0,0.0,,,17.906,0.8,,,,,0.06999999999999999,0.13399999999999998,,,0.48199999999999993,,0.03,,5,0,0
hidden-prairie-farms-black-blue,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.053,0.0,0.0,0.062,0.108,0.0,0.141,0.14400000000000002,,0.08900000000000001,0.353,0.0,0.0,,1.42,0.0,19.56,0.02,0.0,0.03,0.0,0.0,0.0,0.74,0.09,0.0,,0,0,1
hidden-prairie-farms-purple-pineapple-bomb,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.208,0.0,0.0,0.056,0.036000000000000004,0.0,0.157,0.7340000000000001,,0.023,0.093,0.0,0.0,,1.59,0.0,12.66,0.0,0.0,,0.0,0.0,0.0,0.46,0.04,0.03,,0,0,1
hidden-prairie-farms-royal-og-x-pineapple,,,,,,0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.037000000000000005,0.0,0.0,0.0,0.083,0.027000000000000003,0.0,0.217,0.049,,0.05,0.354,0.0,0.0,,1.05,0.0,20.21,0.0,0.0,0.05,0.0,0.0,,0.85,0.09,0.0,,0,0,1
hidef-pineapple-express,,,,,,,,0.0,,,,,0.0,,0.0,,4.31,0.0,,0.0,0.0,,0.0,0.0,,,83.1,1.54,,,,,0.2,0.05,,,1.43,0.21,0.18,,1,0,0
higgs-indica,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,0.0,0.0,0.0,0.163,0.029,0.0,0.486,0.987,,0.053,0.311,0.0,0.0,,2.8,0.0,12.11,0.0,0.0,,0.0,0.0,0.0,0.53,0.08,0.02,,0,0,1
higgs-sativa,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.153,0.0,0.0,0.131,0.211,0.0,0.306,0.409,,0.093,0.14300000000000002,0.0,0.0,,4.97,0.0,12.42,0.02,0.0,0.03,0.0,0.0,0.0,1.46,0.19,0.08,,0,0,1
high-cbd-body-bliss,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.02,,0.0,0.04,,,0.06,0.01,,,,,0.3,0.02,,,,,,,1,0,0
high-cbd-oil,,,,,,,,0.0,,,,,0.0,,0.0,,1.49,1.68,,1.9,0.0,,0.0,0.0,,,,4.52,0.16,,,0.11,,57.06,,,,1.41,2.56,,1,0,0
high-def,,,,,,,,,,,,,,,,,,,,,,,,,,,15.11,0.26,,,,0.02,,,,,0.96,0.12,,,1,0,0
high-end-batch-b55,,,,,,,,0.0,,,,,0.0,,0.0,,3.17,0.32,,0.0,0.0,,0.0,0.0,,,,84.24,,,,1.74,,0.49,,,,3.28,1.98,,1,0,0
high-end-distillate,,,,,,,,0.0,,,,,0.0,,0.0,,1.7,0.0,,0.0,1.21,,0.0,0.0,,,,90.42,,,,0.59,,0.5,,,,2.46,2.77,,1,0,0
high-end-thc-distillate-b29,,,,,,,,0.0,,,,,0.0,,0.0,,3.7,0.0,,0.0,0.0,,0.0,0.0,,,1.63,79.4,0.28,,,2.59,,1.02,,,,,2.03,,1,0,0
high-ground,,,,,,,,0.3,,,,,2.3,,0.0,,0.28,0.0,,0.22,0.45,,0.0,0.0,,,10.87,0.46,,,,0.11,0.14,,,,0.45,,0.03,,1,0,0
high-octane-og-hcfse,,,,,,0.0,0.044,0.129,0.02,0.003,0.011,0.009000000000000001,0.35200000000000004,0.051,0.062,0.7929999999999999,1.235,0.317,0.0,3.993,1.181,,0.401,2.519,0.0,0.0,,3.0,0.0,68.75,0.0,0.0,0.13,0.0,0.0,0.0,1.88,0.17,0.0,,0,0,1
high-priority,,,,,,,,0.0,,,,,0.0,,0.0,,0.72,0.0,,0.45,0.0,,0.0,0.0,,,16.88,0.24,,,,,0.05,0.08,,,0.77,,0.03,,1,0,0
high-quality-b1,,,,,,0.0,0.0,0.17800000000000002,0.0,0.0,0.039,0.0,0.08800000000000001,0.0,0.0,0.183,0.311,0.0,0.0,0.915,0.0,,0.0,0.008,0.0,0.0,,27.0,0.0,31.75,0.18,0.53,0.26,0.0,0.05,0.0,1.65,0.64,0.25,,0,0,1
high-school-sweetheart-lrb,0.0,0.0,,,,0.0,0.07,0.0,0.04,0.0,0.0,0.0,0.59,0.0,0.07,0.14,0.64,0.11,0.05,1.06,0.26,0.06,0.05,0.48,0.04,0.0,,1.83,0.01,78.86,0.01,0.01,1.03,0.01,,,2.84,0.01,0.01,,0,1,0
high-thc,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.35,,,,0.52,,1.96,,,,,1.32,,1,0,0
high-thc-body-bliss,,,,,,,,0.08,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.03,,,0.14,0.05,,,,,,,,,0.01,,,,1,0,0
higher-flower-blueberry-cbd-21,,,,,,0.0,0.01,0.008,0.0,0.0,0.059,0.004,0.061,0.0,0.011,0.085,0.057,0.481,0.0,0.188,1.35,,0.218,0.209,0.0,0.0,,1.18,0.0,6.27,0.0,0.0,11.47,0.5,0.0,0.06,0.38,0.12,0.04,,0,0,1
higher-flower-dosidos-22-f2,,,,,,0.0,0.014,0.037000000000000005,0.002,0.004,0.0,0.0,0.327,0.0,0.009000000000000001,0.126,0.34700000000000003,0.047,0.0,1.231,0.029,,0.092,0.598,0.0,0.0,,0.5,0.0,25.06,0.0,0.0,0.06,0.0,0.0,0.0,1.19,0.06,0.0,,0,0,1
higher-flower-gorilla-breath,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126,0.0,0.0,0.0,0.168,0.037000000000000005,0.0,0.413,0.266,,0.065,0.4970000000000001,0.0,0.0,,1.55,0.0,28.29,0.0,0.0,0.04,0.0,0.0,0.02,3.91,0.16,0.0,,0,0,1
higher-flower-memory-mints,,,,,,0.0,0.009000000000000001,0.038,0.0,0.0,0.004,0.0,0.032,0.009000000000000001,0.013,0.013,0.436,0.033,0.0,1.106,0.108,,0.06,0.401,0.001,0.0,,0.49,0.0,27.65,0.0,0.0,0.14,0.0,0.0,0.0,3.79,0.16,0.0,,0,0,1
higher-flower-scooby-snacks,,,,,,0.0,0.014,0.044,0.0,0.004,0.001,0.0,0.236,0.002,0.011,0.093,0.187,0.052000000000000005,0.0,0.583,0.243,,0.1,0.608,0.0,0.0,,0.59,0.0,22.74,0.0,0.0,0.06,0.0,0.0,0.0,1.66,0.11,0.0,,0,0,1
higher-flower-spearmint,,,,,,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,1.271,0.0,0.062,0.063,0.033,0.161,0.267,,0.111,0.14,0.0,0.0,,1.61,0.0,26.24,0.0,0.0,0.02,0.0,0.0,0.0,0.6,0.0,0.0,,0,0,1
highest-thc-award-indica-pho-blue-head,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63,78.5,,,,,,,,,,,0.11,,1,0,0
highestpurest-cbd-award-sativa-bho-sour-tsunami,,,,,,,,,,,,,,,,,,,,,,,,,,,7.32,,,,,0.98,49.13,,,,0.01,2.75,,,1,0,0
highlander-kush,,,,,,,,0.26,,,,,2.9,,0.0,,0.81,0.0,,0.59,0.0,,0.0,0.0,,,13.57,0.49,,,,,0.16,0.19,,,1.13,,,,1,0,0
hightower-comb,,,,,,,,0.0,,,,,0.0,,0.91,,0.65,1.71,,1.03,0.3,,0.0,0.0,,,80.51,4.56,,,,,0.25,0.41,,,2.75,,0.18,,1,0,0
highznbudz-og,,,,,,0.0,0.015,0.01,0.0,0.01,0.003,0.0,0.13,0.0,0.01,0.102,0.213,0.063,0.0,0.6990000000000001,0.308,,0.104,0.302,0.0,0.0,,1.21,0.0,27.62,0.0,0.0,0.07,0.0,0.0,0.0,1.44,0.13,0.0,,0,0,1
hillbilly-hog,,,,,,,,0.55,,,,,1.46,,0.0,,0.0,0.69,,0.18,0.19,,0.0,2.6,,,16.1,0.37,,,,,0.17,0.24,,,1.57,,,,1,0,0
hillstrong-hillstrong-original-crooked-cookies,,,,,,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.161,0.045,0.0,0.516,0.279,,0.051,0.27,0.0,0.0,,0.74,0.0,19.4,0.0,0.0,0.04,0.0,0.0,0.0,1.39,0.08,0.0,,0,0,1
hillstrong-the-clean,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08199999999999999,0.0,0.0,0.0,0.452,0.473,0.0,1.582,2.311,,0.922,0.526,0.0,0.0,,65.66,0.59,0.0,1.52,2.44,0.0,0.6,0.0,0.0,0.0,1.96,0.0,,0,0,1
himalaya-j1,,,,,,0.012,0.013,0.071,0.006,0.0,0.0,0.0,0.05,0.036000000000000004,0.264,0.111,0.471,0.184,0.008,1.285,0.113,,0.097,0.083,0.009000000000000001,0.011,,82.61,0.0,0.0,0.49,1.37,0.0,1.3,0.0,0.0,0.0,3.02,1.77,,0,0,1
himalaya-nepal-purple-kush,,,,,,0.0,0.0,0.041,0.018000000000000002,0.002,0.063,0.0,0.361,0.0,0.015,0.28800000000000003,0.583,0.06,0.0,1.969,0.89,,0.043,0.438,0.0,0.0,,82.71,0.0,0.0,0.51,1.38,0.0,1.29,0.0,0.0,0.0,2.99,1.83,,0,0,1
himalayan-gold,,,,,,,,0.38,,,,,2.65,,0.0,,0.5,0.65,,0.63,0.0,,0.0,2.97,,,19.729999999999997,0.79,,,,,0.19,0.19,,,1.19,0.06,0.16,,2,0,0
himalayan-golden-flo,,,,,,,,,,,,,,,,,,,,,,,,,,,20.92,0.74,,,,0.46,0.09,0.07,,,,0.22,,,1,0,0
himalayan-ls,,,,,,,,0.32,,,,,2.14,,0.0,,0.27,1.09,,1.53,0.58,,0.0,0.0,,,15.55,0.4,,,,,0.17,0.17,,,0.53,,0.08,,1,0,0
hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,15.32,0.79,,,,,,,,,,,,,1,0,0
hindu-cheese-1st-wash-73-micron,,,0.0,0.0,,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.02,0.04,0.18,0.13,0.0,0.47,0.05,0.02,0.03,0.3,0.0,0.0,,60.4,,,0.0,0.1,,0.03,,,,0.94,0.13,,0,1,0
hindu-gsc,,,,,,,,0.0,,,,,0.0,,0.0,,1.32,0.63,,2.0,0.25,,0.0,0.0,,,73.24,5.55,,,,0.05,0.23,0.48,,,0.59,,0.18,,1,0,0
hindu-kush,,,0.0,0.0,,0.0,0.00725,0.19874999999999998,0.0,0.001,0.00825,0.0,0.3879166666666667,0.0005,0.05795833333333334,0.1295,1.2376666666666667,0.3724166666666668,0.0,0.7158333333333334,0.19508333333333328,0.0,0.008875,0.2394166666666667,0.00025,0.0,18.644137931034486,4.967096774193548,0.0425,38.79666666666667,0.0,0.07363636363636362,0.6096296296296296,0.15454545454545457,0.0,0.0,0.5266666666666667,0.4445454545454545,0.14285714285714285,17.0,28,1,3
hindu-kush-120v,,,,,,0.0,0.005,0.09,0.0,0.0,0.0,0.0,0.294,0.006,0.005,0.147,0.205,0.029,0.0,0.629,0.03,,0.056,0.412,0.0,0.0,,4.86,0.0,57.52,0.08,0.0,0.2,0.0,0.0,0.0,6.05,0.87,0.26,,0,0,1
hindu-kush-492,,,,,,,,0.0,,,,,0.0,,0.0,,2.02,1.87,,2.1,0.0,,0.0,0.91,,,41.78,30.06,,,,0.23,0.41,0.48,,,0.88,1.54,0.37,,1,0,0
hindu-kush-hash,,,,,,,,0.57,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,1.88,1.65,,,,,,,,,,0.06,0.33,,1,0,0
hindu-kush-super-skunk,,,,,,,,1.66,,,,,0.0,,0.0,,1.01,0.22,,0.34,0.27,,0.0,0.0,,,19.28,0.56,,,,,0.05,0.09,,,0.17,,0.02,,1,0,0
hindu-purp,,,,,,,,,,,,,0.435,0.0,0.195,,0.61,0.212,,1.132,0.314,,0.174,0.215,,,60.69,10.02,,,,,4.06,0.88,,,,0.56,0.24,,1,0,0
hindu-skunk,,,,,,,,,,,,,,,,,,,,,,,,,,,17.675,0.5700000000000001,,,,,,0.02,,,,0.06,,,2,0,0
hindu-zkittlez-fields,,,,,,0.0,0.014,0.086,0.005,0.005,0.0,0.0,0.366,0.0,0.011,0.425,0.828,0.051,0.0,2.046,0.317,,0.101,0.552,0.0,0.0,,10.26,0.0,65.87,0.0,0.0,0.09,0.0,0.0,0.0,1.04,0.22,0.17,,0,0,1
hindu-zkittlez-humboldt-terp-council,,,,,,0.0,0.006,0.107,0.006,0.008,0.0,0.0,0.633,0.0,0.009000000000000001,0.565,1.149,0.04,0.0,2.846,0.475,,0.08199999999999999,0.677,0.0,0.0,,9.52,0.0,59.84,0.0,0.13,0.11,0.0,0.0,0.0,1.13,0.2,0.18,,0,0,1
hindurkle-x-la-con-x-afghani,,,,,,,,0.0,,,,,0.0,,0.0,,2.82,0.65,,0.95,0.32,,0.0,0.0,,,88.86,1.62,,,,,0.18,0.58,,,0.78,,0.1,,1,0,0
hippie-killer,,,,,,,,0.0,,,,,0.0,,0.0,,0.38,0.0,,0.29,0.12,,0.0,0.0,,,14.68,0.27,,,,,0.04,0.05,,,0.26,,0.02,,1,0,0
hippie-science-querkle-grapefruit,,,,,,,,0.0,,,,,2.01,,0.84,,0.16,0.0,,0.58,0.6,,0.0,0.0,,,10.1,0.84,,,,,0.13,0.94,,,0.5,,0.03,,1,0,0
hippie-slayer,,,,,,0.0,0.004,0.003,0.0,0.0,0.001,0.004,0.022,0.19,0.01,0.028,0.056,0.06,0.0,0.21,1.751,,0.042,0.087,0.0,0.0,,0.97,0.0,23.55,0.0,0.0,0.07,0.0,0.0,0.0,0.95,0.15,,,0,0,1
hippy-crippler,,,,,,,,,,,,,0.04,0.002,0.238,,0.047,0.046,,0.12,0.348,,0.07400000000000001,0.134,,,12.45,1.3599999999999999,,,,0.09,,,,,0.16,,,,2,0,0
his,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.27,0.0,,0.0,0.0,,,,0.21,,,,0.03,0.04,7.14,,,0.08,1.24,0.5,,1,0,0
hitman-e,,,,,,,,0.0,,,,,0.0,,0.0,,0.11,0.0,,0.0,0.58,,0.0,0.0,,,15.24,0.55,,,,,0.04,0.11,,,0.38,,,,1,0,0
hitman-og-kush,,,,,,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.165,0.0,0.0,0.0,0.153,0.058,0.0,0.514,0.5529999999999999,,0.105,0.56,0.0,0.0,,2.28,0.0,27.49,0.0,0.0,0.05,0.0,0.0,0.0,0.65,0.07,0.02,,0,0,1
hitone-pineapple-express,,,,,,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.252,0.317,0.0,0.624,1.371,,0.185,1.656,0.0,0.0,,27.02,4.75,0.0,0.28,10.78,0.0,0.0,0.0,0.0,0.0,1.58,0.0,,0,0,1
hiz,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,0.4,,,,0.03,0.04,10.23,,,0.13,1.06,0.85,,1,0,0
hj,,,,,,,,,,,,,,,,,,,,,,,,,,,16.75,0.65,0.05,,,0.19,0.08,,,,,,,,1,0,0
hk,,,,,,,,,,,,,,,,,,,,,,,,,,,8.62,0.34,0.32,,,0.13,0.02,,,,,,,,1,0,0
hlq-1,,,,,,,,0.0,,,,,1.4,,0.0,,0.07,0.44,,0.305,0.6,,0.0,0.0,,,2.3200000000000003,0.10500000000000001,,,,0.21000000000000002,5.53,0.25,,,0.345,0.08,0.105,,2,0,0
hlq-2,,,,,,,,0.16499999999999998,,,,,1.72,,0.0,,0.315,0.43999999999999995,,0.485,0.485,,0.0,0.0,,,7.130000000000001,0.11499999999999999,,,,0.185,2.4850000000000003,0.065,,,0.28,0.06,0.08499999999999999,,2,0,0
hlqb,,,,,,,,0.06,,,,,1.74,,0.0,,0.0,0.44,,0.22,0.29,,0.0,0.0,,,3.47,0.18,,,,0.4,6.65,0.15,,,0.38,,0.1,,1,0,0
hmd-over-100-strains,,,,,,,,0.0,,,,,0.0,,0.79,,0.44,1.64,,0.0,0.2,,0.0,0.0,,,76.19,14.47,,,,0.36,2.0,0.71,,,1.64,,0.41,,1,0,0
hn5,,,,,,,,,,,,,,,,,,,,,,,,,,,11.25,0.08,,,,,,,,,0.36,0.06,,,1,0,0
ho,,,,,,,,0.66,,,,,0.0,,0.37,,0.0,0.0,,0.26,0.05,,0.0,0.0,,,22.47,0.88,,,,,0.06,0.17,,,1.1,,0.03,,1,0,0
hob,,,,,,,,0.34,,,,,1.63,,0.39,,0.57,0.83,,0.6,0.45,,0.0,0.0,,,11.04,0.4,,,,,0.13,0.26,,,0.18,,0.03,,1,0,0
hog,,,,,,,,0.2964705882352941,,,,,0.6094117647058823,,0.21058823529411766,,0.31823529411764706,0.32176470588235295,,0.16823529411764704,0.24,,0.0,1.5758823529411765,,,20.707826086956526,1.830434782608695,0.15,,,0.18666666666666668,0.13052631578947368,0.16388888888888886,,,1.4414285714285717,0.24333333333333332,0.11800000000000002,,23,0,0
hog-calling-blues,,,,,,,,,,,,,,,,,,,,,,,,,,,15.86,3.53,,,,0.08,0.12,0.1,,,,0.13,0.13,,1,0,0
hog-dawg,,,,,,,,,,,,,,,,,,,,,,,,,,,15.36,2.82,,,,,,,,,0.27,0.06,,,1,0,0
hog-dog,,,,,,,,0.35,,,,,1.47,,0.03,,0.0,0.7,,0.5,0.14,,0.0,0.53,,,8.12,1.47,,,,0.04,0.15,0.07,,,0.31,,0.11,,1,0,0
hogg,,,,,,,,0.0,,,,,0.0,,0.0,,0.43,0.81,,0.01,0.0,,0.0,0.0,,,24.5,0.47,,,,,0.06,0.17,,,0.35,,0.01,,1,0,0
hogs-breath,,,,,,,,0.0,,,,,0.0,,0.0,,2.03,0.0,,0.19,0.0,,0.0,2.91,,,18.1,1.0350000000000001,0.06,,,0.12666666666666668,0.09000000000000001,0.14,,,2.0949999999999998,0.21666666666666665,0.1,,4,0,0
