strain,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content,ana360,psilabs,sclabs
blue-lime-pie-6,,,,,,,,0.0,,,,,0.0,,0.0,,1.22,0.0,,0.62,0.06,,0.0,0.0,,,27.56,0.74,,,,,0.07,0.16,,,0.48,,0.04,,1,0,0
blue-lime-pie-8,,,,,,,,0.0,,,,,0.0,,0.0,,0.6,0.0,,0.68,0.08,,0.0,0.0,,,21.5,0.55,,,,,0.07,0.13,,,0.49,,0.03,,1,0,0
blue-magic,,,,,,,,0.0,,,,,0.0,,0.0,,0.32,0.23,,0.35,0.2,,0.0,0.45,,,18.073333333333334,0.9233333333333333,0.36,,,0.165,0.04,0.09,,,0.76,0.06,0.03,,3,0,0
blue-magoo,,,,,,,,0.2558064516129032,,,,,0.7664516129032258,,0.03483870967741936,,0.8074193548387097,0.6674193548387097,,0.3558064516129032,0.34903225806451627,,0.0,0.0664516129032258,,,21.454864864864863,0.8416216216216215,0.17,,,0.10199999999999998,0.11647058823529409,0.19000000000000006,,,0.6328125000000002,0.6,0.07166666666666667,,37,0,0
blue-magoo-bho,,,,,,,,,,,,,,,,,,,,,,,,,,,54.68,4.03,,,,0.92,,0.0,,,0.47,0.12,,,1,0,0
blue-magoo-d,,,,,,,,0.0,,,,,0.0,,0.0,,0.91,0.55,,0.31,0.14,,0.0,0.0,,,24.39,0.37,,,,0.01,0.06,0.29,,,0.56,,0.04,,1,0,0
blue-magoo-k,,,,,,,,0.0,,,,,0.0,,0.0,,0.48,0.47,,0.35,0.2,,0.0,0.0,,,25.84,1.05,,,,,0.06,0.29,,,0.41,,0.05,,1,0,0
blue-magoo-rx,,,,,,,,,,,,,,,,,,,,,,,,,,,16.44,1.39,,,,0.4,,,,,0.64,,,,1,0,0
blue-magoo-shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,33.95,21.2,,,,0.7,,,,,0.63,0.19,,,1,0,0
blue-magoo-x-chernobyl,,,,,,,,0.0,,,,,0.0,,0.0,,0.38,0.27,,0.17,0.23,,0.0,0.43,,,15.73,0.43,,,,,0.04,0.08,,,0.29,,0.01,,1,0,0
blue-master,,,,,,,,0.0,,,,,0.0,,0.0,,0.09,0.33,,0.21,0.06,,0.0,0.0,,,23.56,0.35,,,,,0.05,0.15,,,0.26,,,,1,0,0
blue-maui-skunk,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.57,0.2,,0.0,0.0,,,23.03,4.44,,,,0.08,0.13,0.08,,,0.44,,0.23,,1,0,0
blue-maza,,,,,,0.0,0.012,0.003,0.0,0.006999999999999999,0.0,0.0,0.058,0.103,0.0,0.004,0.036000000000000004,0.056,0.0,0.094,0.888,,0.087,0.401,0.0,0.0,,0.36,0.0,18.68,0.0,0.0,0.07,0.0,0.0,0.0,0.28,0.03,0.0,,0,0,1
blue-monster-hock,,,,,,,,0.25,,,,,1.37,,0.07,,0.28,0.63,,0.54,0.2,,0.0,0.47,,,6.69,0.13,,,,,0.14,0.05,,,0.2,,,,1,0,0
blue-monster-holk,,,,,,,,0.0,,,,,0.0,,0.0,,3.88,0.0,,0.0,0.0,,0.0,0.0,,,20.31,0.32,,,,,0.06,0.04,,,0.15,0.7,0.05,,1,0,0
blue-monster-hulk,,,,,,,,0.33999999999999997,,,,,3.0999999999999996,,0.0,,0.8099999999999999,0.0,,0.5650000000000001,0.615,,0.0,0.0,,,12.95,0.1,,,,,0.165,0.115,,,0.185,,0.1,,2,0,0
blue-moon,,,,,,,,,,,,,0.07200000000000001,0.015,0.05,,0.875,0.129,,2.313,0.045,,0.061,0.159,,,19.026666666666667,5.420000000000001,,,,0.3233333333333333,0.435,0.36,,,,0.97,0.98,,3,0,0
blue-moon-dab-3,,,,,,,,,,,,,,,,,,,,,,,,,,,36.82,13.86,,,,0.63,2.07,0.51,,,,0.9,0.13,,1,0,0
blue-moon-eh,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.03,0.25,0.0,0.16,0.31,0.0,0.09,0.02,0.0,0.0,,17.5,,,0.07,0.14,,0.13,,,,0.3,0.24,11.0,0,1,0
blue-moon-rocks,,,,,,,,0.0,,,,,0.0,0.0,0.20750000000000002,,0.42050000000000004,0.35400000000000004,,0.34349999999999997,0.14700000000000002,,0.040999999999999995,0.0115,,,17.2725,0.7649999999999999,,,,,0.13,0.10500000000000001,,,1.3,0.16666666666666666,0.02,,4,0,0
blue-moonshine,,,,,,,,0.37,,,,,1.71,,0.0,,0.58,0.0,,0.76,0.0,,0.0,0.0,,,12.48,0.2,,,,,0.16,0.11,,,0.58,0.32,0.06,,1,0,0
blue-moonshine-rx,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,0.03,,,,0.02,,,,,,,,,1,0,0
blue-mountain-hash-og-kush-x-blueberry,,,,,,,,,,,,,,,,,,,,,,,,,,,35.64,6.83,0.44,,,0.51,0.35,,,,,,,,1,0,0
blue-mujahadeen-b551,,,,,,,,0.0,,,,,0.0,,0.0,,0.83,0.0,,1.32,0.29,,0.0,0.0,,,30.72,37.33,,,,0.65,0.25,0.33,,,1.25,,0.91,,1,0,0
blue-mystic,,,,,,,,0.27999999999999997,,,,,1.2666666666666666,,0.0,,0.9666666666666668,0.7333333333333334,,0.35666666666666663,0.49666666666666665,,0.0,0.0,,,14.3225,0.47,0.12,,,,0.13,0.12666666666666668,,,0.3025,0.35,0.05,,4,0,0
blue-mystic-auto-1st-generation,,,,,,,,0.75,,,,,2.8,,0.0,,0.39,0.55,,0.56,0.41,,0.0,0.0,,,12.67,0.76,,,,,0.16,0.03,,,0.23,,0.1,,1,0,0
blue-mystic-organic,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,5.85,0.18,,,,,,,,,0.04,,,,1,0,0
blue-nectar-bubble-hash,,,,,,,,3.05,,,,,0.0,,1.94,,1.44,0.0,,0.6,0.0,,0.0,0.0,,,60.91,3.51,,,,0.15,0.22,0.74,,,2.77,,0.29,,1,0,0
blue-nectar-post-run,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,4.26,0.8,,,,,0.03,,,,0.3,,0.07,,1,0,0
blue-nose-gardens-cactus,,,,,,,,0.0,,,,,0.0,,0.94,,0.2,0.0,,0.44,0.06,,0.0,0.0,,,24.05,1.21,,,,,0.07,0.14,,,0.89,,0.04,,1,0,0
blue-nose-gardens-sunset-sherbert,,,,,,,,0.0,,,,,0.0,,0.0,,0.87,0.0,,0.88,0.05,,0.0,0.0,,,21.35,0.96,,,,,0.08,0.12,,,0.24,,0.02,,1,0,0
blue-og,,,,,,0.0,0.006999999999999999,0.136,0.0,0.0,0.12,0.0,1.3645,0.048,0.0,0.02,0.5425,0.02975,0.0,0.22750000000000004,0.5702499999999999,,0.02375,0.05275,0.0,0.0,11.714,0.3825,0.0,10.66,0.0,0.035,0.0975,0.05333333333333334,0.0,0.0,0.3575,0.08666666666666667,0.04,,5,0,1
blue-og-kush,,,,,,,,0.215,,,,,0.0,,0.175,,0.6000000000000001,0.0,,0.15,0.25,,0.0,0.0,,,22.625,11.105,,,,0.36,0.11,0.215,,,2.235,0.23,0.2,,2,0,0
blue-ogre,,,,,,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.01,0.034,0.345,0.0,0.109,0.511,,0.14,0.055,0.0,0.0,,0.79,0.03,20.51,0.01,0.0,0.08,0.0,0.0,0.0,0.23,0.03,0.03,,0,0,1
blue-orca,,,,,,,,0.0,,,,,0.0,,0.0,,0.365,0.0,,0.115,0.0,,0.0,0.0,,,19.755000000000003,0.74,,,,,0.05,0.13,,,0.39,1.02,0.04,,2,0,0
blue-ox,,,,,,,,,,,,,,,,,,,,,,,,,,,23.3025,0.5725,,,,0.05,0.085,0.0875,,,,0.12000000000000001,,,4,0,0
blue-oz,,,,,,0.0,0.024,0.018000000000000002,0.0,0.0,0.0,0.0,0.252,0.096,0.0,0.0,0.22,0.08900000000000001,0.0,0.515,0.054000000000000006,,0.112,0.574,0.0,0.0,,1.35,0.0,22.75,0.0,0.0,0.03,0.0,0.0,0.0,0.52,0.08,0.0,,0,0,1
blue-penny-nr,,,,,,,,0.0,,,,,0.0,,0.0,,2.75,0.01,,1.01,0.0,,0.0,0.0,,,90.05,2.46,,,,,0.15,0.6,,,1.41,,0.09,,1,0,0
blue-perma,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.04,0.54,0.0,0.25,0.37,0.02,0.24,0.19,0.0,0.0,,21.8,,,0.11,0.15,,0.17,,,,0.97,0.59,11.0,0,1,0
blue-persuasion,,,,,,,,,,,,,,,,,,,,,,,,,,,17.60875,0.5337500000000001,,,,0.05200000000000001,0.0625,0.03,,,,0.07090909090909091,0.01,,16,0,0
blue-petrol-3,,,,,,,,0.0,,,,,0.0,,0.0,,1.67,0.58,,0.22,0.12,,0.0,0.0,,,16.07,0.94,,,,,0.04,0.18,,,0.18,,0.01,,1,0,0
blue-pig,,,,,,,,,,,,,,,,,,,,,,,,,,,10.29,0.17,,,,,,,,,0.05,,,,1,0,0
blue-power,,,,,,,,0.33999999999999997,,,,,0.0,,0.0,,1.816,0.0,,0.068,0.33199999999999996,,0.0,0.11399999999999999,,,20.136666666666667,0.445,,,,0.015,0.05833333333333333,0.1425,,,0.594,0.255,0.043333333333333335,,6,0,0
blue-pyramid,,,,,,,,0.14,,,,,0.785,,0.0,,0.0,0.0,,0.14,0.315,,0.0,0.0,,,8.200000000000001,0.545,,,,,0.16499999999999998,0.06,,,0.485,0.21,0.09,,2,0,0
blue-rhino,,,,,,,,0.3304166666666667,,,,,1.2720833333333335,,0.07541666666666667,,0.27375,0.4320833333333334,,0.5720833333333334,0.445,,0.0,0.5483333333333333,,,16.67805555555556,2.358611111111111,0.13,,,0.19769230769230767,0.15793103448275858,0.2057692307692308,,,0.7417857142857143,0.314375,0.08166666666666668,,36,0,0
blue-rhino-45-bubble-hash,,,,,,,,0.0,,,,,6.28,,0.0,,0.0,0.0,,1.43,0.0,,0.0,0.0,,,6.35,34.89,,,,0.06,0.47,0.17,,,0.69,1.45,1.74,,1,0,0
blue-rhino-6-ice-water-hash,,,,,,,,0.0,,,,,0.0,,0.0,,1.88,1.39,,3.83,0.14,,0.0,0.0,,,78.62,1.71,,,,,0.18,0.46,,,1.86,,0.09,,1,0,0
blue-rhino-73-bubble-hash,,,,,,,,0.32,,,,,0.0,,0.0,,0.0,0.0,,1.2,0.19,,0.0,0.0,,,8.94,39.81,,,,,0.39,0.22,,,1.03,1.59,1.42,,1,0,0
blue-rhino-90-bubble-hash,,,,,,,,0.0,,,,,6.88,,0.0,,0.0,0.0,,0.83,0.0,,0.0,0.0,,,5.48,33.6,,,,0.07,0.47,0.17,,,0.94,1.6,1.09,,1,0,0
blue-rhino-airy,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79,,,,,0.15,5.21,,,,0.16,,,,1,0,0
blue-ridge,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.22,0.02,0.0,0.04,0.0,0.11,0.05,0.04,0.07,0.06,0.0,0.0,,20.2,,,0.2,0.11,,0.15,,,,1.04,0.2,12.0,0,1,0
blue-romulan,,,,,,,,0.0,,,,,0.0,,0.0,,2.1,0.0,,0.0,0.95,,0.0,0.0,,,17.41,0.43,,,,0.04,0.04,0.16,,,0.36,,0.04,,1,0,0
blue-russian,,,,,,,,0.0,,,,,0.0,,0.0,,0.55,0.06,,0.17,0.38,,0.0,0.0,,,19.88,0.5,,,,,0.05,0.12,,,0.78,,0.01,,1,0,0
blue-sage,,,,,,,,,,,,,,,,,,,,,,,,,,,13.76,0.82,,,,,,0.21,,,,0.16,,,1,0,0
blue-sasquatch,,,,,,,,,,,,,,,,,,,,,,,,,,,11.46,3.04,,,,,,,,,0.03,0.05,,,1,0,0
blue-shark,,,0.0,0.0,,0.005,0.0095,0.0,0.001,0.0,0.0735,0.003,0.019,0.0,0.1125,0.0465,0.0275,0.4115,0.005,0.0955,0.493,0.06,0.1455,0.10250000000000001,0.005,0.0,,6.27,0.0,5.96,0.035,0.055,8.77,0.14500000000000002,0.0,0.05,0.25,0.68,0.1,12.0,0,1,1
blue-skittles,,,,,,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.027000000000000003,0.0025,0.0,0.0,0.025,0.768,0.0,0.0895,0.798,,0.316,0.051500000000000004,0.0,0.0,,1.2149999999999999,0.0,14.275,0.0,0.0,0.03,0.0,0.0,0.0,0.195,0.02,0.0,,0,0,2
blue-sky,,,,,,,,0.515,,,,,2.955,,0.115,,1.02,0.42,,0.8200000000000001,0.575,,0.0,1.195,,,13.973333333333334,0.6,,,,,0.15500000000000003,0.14,,,0.12,0.11,0.05500000000000001,,3,0,0
blue-speed-ball-rx,,,,,,,,,,,,,,,,,,,,,,,,,,,17.76,0.395,,,,0.275,0.07,,,,,0.08,,,2,0,0
blue-speedball,,,,,,,,0.0,,,,,0.0,,0.0,,0.88,0.145,,0.365,0.4,,0.0,0.0,,,23.305,0.33999999999999997,,,,,0.075,0.125,,,0.16,,0.01,,2,0,0
blue-suade-shoes,,,,,,,,0.71,,,,,0.0,,0.0,,1.56,0.86,,0.09,1.04,,0.0,0.0,,,19.96,0.7,,,,,0.06,0.09,,,0.14,,0.04,,1,0,0
blue-suede-shoes,,,,,,,,0.18000000000000002,,,,,0.0,,0.0,,0.5866666666666666,0.0,,0.39666666666666667,0.08333333333333333,,0.0,0.0,,,18.013333333333332,0.42,,,,,0.06333333333333334,0.05000000000000001,,,0.31,,,,3,0,0
blue-sugar,,,,,,,,0.31,,,,,2.29,,0.0,,0.59,0.88,,0.74,1.22,,0.0,0.0,,,16.175,0.585,,,,0.12,0.15,0.2,,,0.12,0.17,,,2,0,0
blue-sugar-cookies,,,,,,,,0.0,,,,,0.0,,0.0,,0.5533333333333333,0.38666666666666666,,0.33,0.09333333333333334,,0.0,0.0,,,18.241999999999997,0.286,,,,0.12,0.06666666666666667,0.08199999999999999,,,0.6133333333333333,,0.025,,5,0,0
blue-sun-2,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.02,0.0,0.04,0.0,0.07,0.15,0.0,0.07,0.35,0.0,0.0,,20.3,,,0.91,0.16,,0.2,,,,0.69,0.21,12.0,0,1,0
blue-sun-3,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.04,0.0,0.06,0.0,0.15,0.27,0.0,0.12,0.62,0.0,0.0,,18.1,,,0.26,0.09,,0.16,,,,0.68,0.17,12.0,0,1,0
blue-sun-5,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.05,0.04,0.03,0.0,0.22,0.21,0.0,0.05,0.37,0.0,0.0,,21.6,,,0.11,0.15,,0.19,,,,0.76,0.3,12.0,0,1,0
blue-sun-7,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.04,0.04,0.04,0.0,0.22,0.19,0.0,0.09,0.51,0.0,0.0,,19.0,,,0.82,0.15,,0.2,,,,0.51,0.29,12.0,0,1,0
blue-tangie,,,,,,0.0,0.013,0.005,0.0,0.0,0.004,0.004,0.095,0.073,0.009000000000000001,0.041,0.064,0.166,0.0,0.219,0.835,,0.132,0.5770000000000001,0.0,0.0,,0.31,0.0,13.57,0.0,0.0,11.36,0.05,0.0,0.02,0.51,0.06,0.0,,0,0,1
blue-tara,,,,,,,,0.29,,,,,4.11,,0.0,,0.13,0.61,,0.14,0.54,,0.0,0.0,,,10.99,0.28,,,,,0.16,0.12,,,0.43,,0.08,,1,0,0
blue-thai,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.15,,0.27,0.27,,0.0,0.0,,,16.685,0.42500000000000004,,,,0.27,0.08,0.05,,,0.3,0.355,,,2,0,0
blue-thai-haze,,,,,,,,0.41500000000000004,,,,,1.0466666666666666,0.0,0.006333333333333333,,0.03366666666666667,0.6206666666666666,,0.16766666666666666,1.2786666666666668,,0.07266666666666667,0.07166666666666667,,,17.483333333333334,1.1866666666666668,,,,,0.09000000000000001,0.08,,,0.74,0.22,0.060000000000000005,,3,0,0
blue-tooth-nug-run,,,,,,,,0.0,,,,,0.0,,0.0,,1.8,0.33,,2.1,0.32,,0.0,0.0,,,84.57,2.64,,,,,0.3,0.47,,,2.74,,0.13,,1,0,0
blue-treat,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.2,,0.0,0.0,,0.0,0.0,,,18.346666666666668,0.25666666666666665,,,,0.175,0.535,0.22,,,0.59,0.08,0.01,,3,0,0
blue-universe,,,,,,,,0.0,,,,,0.0,,0.0,,0.41,0.19,,0.19,0.0,,0.0,0.0,,,23.06,1.06,,,,,0.06,0.12,,,0.77,0.74,0.03,,1,0,0
blue-urkel-vader-co2,,,,,,,,0.0,,,,,0.0,,0.0,,2.2,0.0,,6.08,0.0,,0.0,0.0,,,43.73,15.34,,,,,8.91,1.29,,,1.46,,0.61,,1,0,0
blue-venom,,,,,,,,0.1,,,,,1.17,,0.43,,0.31,0.315,,0.22500000000000003,0.0,,0.0,0.0,,,14.725000000000001,1.315,,,,,0.10500000000000001,0.175,,,1.81,0.42,0.05,,2,0,0
blue-white,,,,,,,,0.0,,,,,0.0,,0.0,,1.18,0.0,,1.09,0.64,,0.0,0.0,,,65.04,14.02,,,,0.09,0.16,0.41,,,1.78,,0.26,,1,0,0
blue-widow,,,,,,,,0.32,,,,,0.6383333333333333,,0.0,,0.4025,0.35083333333333333,,0.3633333333333333,0.19333333333333333,,0.0,0.5641666666666666,,,13.542142857142855,0.7521428571428571,,,,0.035,0.11583333333333334,0.11727272727272728,,,0.6,0.195,0.04125,,14,0,0
blue-widow-2,,,,,,,,0.13,,,,,1.47,,0.8,,0.68,0.77,,0.87,0.11,,0.0,1.91,,,8.81,0.58,,,,,0.14,0.08,,,0.57,0.32,0.03,,1,0,0
blue-widow-oil,,,,,,,,2.09,,,,,0.0,,0.68,,0.24,0.0,,0.61,0.0,,0.0,0.0,,,61.98,9.5,,,,0.16,0.14,0.51,,,9.59,1.33,0.26,,1,0,0
blue-willie,,,,,,,,0.0,,,,,0.0,,0.29,,0.14,0.0,,0.31,0.0,,0.0,0.0,,,17.76,0.38,,,,,0.05,0.11,,,0.18,,,,1,0,0
blue-wizard,0.0,0.0,,,,0.03,0.02,0.12333333333333334,0.02,0.0,0.03,0.0,1.1333333333333333,0.0,0.11333333333333334,0.03,0.36333333333333334,0.4533333333333333,0.03,0.13999999999999999,0.33,0.0,0.02666666666666667,0.03333333333333333,0.03,0.0,8.49,0.8466666666666667,0.01,10.75,0.01,0.01,3.53,0.15,,,1.2233333333333334,0.22,0.034999999999999996,11.64,2,1,0
blue-wreck,,,,,,,,0.37,,,,,1.9,,0.0,,0.12,0.78,,0.1,0.47,,0.0,0.0,,,11.79,0.38,,,,0.09,0.15,0.21,,,0.26,,0.05,,1,0,0
blue-zkittlez,,,,,,0.0,0.0,0.0,0.0,0.0,0.028250000000000004,0.0,0.0335,0.0,0.0,0.0,0.024,0.265,0.0,0.062000000000000006,0.5630000000000001,,0.10975000000000001,0.03225,0.0,0.0,,0.3925,0.0275,13.115,0.0025,0.0,0.05500000000000001,0.0,0.0,0.0,0.3625,0.035,0.0,,0,0,4
blueberry,,,0.0,0.0,,0.0,0.0015,0.2954827586206897,0.00025,0.00025,0.035250000000000004,0.0,1.116632183908046,0.015,0.10344827586206896,0.06,0.5516206896551725,0.495080459770115,0.0075,0.5989999999999999,0.606103448275862,0.185,0.0036896551724137933,0.08558620689655172,0.0,0.0,18.56525,1.9683471074380163,0.17222222222222228,19.299999999999997,0.0825,0.11979166666666669,0.13980582524271848,0.17582278481012653,0.0,0.0,0.42869565217391303,0.4526829268292682,0.10324324324324323,11.5,120,2,2
blueberry-1,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.03,0.21,0.0,0.01,0.05,0.0,0.0,,8.7,,,0.0,0.09,,0.0,,,,0.42,0.12,12.0,0,1,0
blueberry-227-extract,,,,,,,,0.0,,,,,0.0,,2.15,,1.58,0.74,,1.09,0.0,,0.0,0.0,,,,74.37,,,,1.56,,0.27,,,,2.89,1.07,,1,0,0
blueberry-37,,,,,,,,,,,,,,,,,,,,,,,,,,,67.575,9.82,,,,0.18,,0.1,,,,0.455,0.2,,2,0,0
blueberry-7336,,,,,,,,,,,,,,,,,,,,,,,,,,,22.18,0.84,,,,0.01,0.05,,,,,0.24,,,1,0,0
blueberry-b6r1,,,,,,,,0.0,,,,,0.0,,1.0,,3.7,1.23,,1.83,0.0,,0.0,0.0,,,48.78,14.37,,,,0.11,0.31,1.13,,,0.84,,0.33,,1,0,0
blueberry-b8r1,,,,,,,,0.0,,,,,0.0,,0.0,,1.72,0.81,,2.23,0.38,,0.0,0.0,,,38.92,32.48,,,,0.23,0.29,0.89,,,0.66,,0.41,,1,0,0
blueberry-banana-bread-molecular-farms,,,,,,0.0,0.003,0.013,0.0,0.002,0.0,0.0,0.081,0.014,0.059,0.04,0.133,0.025,0.0,0.431,0.069,,0.026,0.131,0.001,0.0,,0.17,0.0,5.6,0.0,0.0,8.56,0.07,0.0,0.03,1.15,0.14,,,0,0,1
blueberry-blast,,,,,,,,0.0,,,,,0.0,,0.0,,0.21,0.0,,1.13,0.3,,0.0,0.0,,,26.36,1.97,,,,,0.06,0.27,,,1.39,,0.04,,1,0,0
blueberry-bubble-hash,,,,,,,,2.37,,,,,0.0,,0.0,,0.0,0.24,,0.54,0.0,,0.0,0.0,,,60.86,10.58,,,,0.12,0.46,0.42,,,1.71,,0.48,,1,0,0
blueberry-calyx-5,,,,,,0.0,0.01,0.0,0.0,0.001,0.003,0.0,0.04,0.028,0.003,0.026,0.058,0.075,0.0,0.157,0.14800000000000002,,0.086,0.29600000000000004,0.0,0.0,,0.19,0.0,16.23,0.01,0.0,0.06,0.0,0.0,0.0,0.25,0.06,0.0,,0,0,1
blueberry-cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,11.01,0.43,,,,,,,,,,0.04,,,1,0,0
blueberry-cheesecake,,,0.0,0.0,,0.0,0.0,0.24,0.0,0.0,0.015,0.0,0.8037142857142856,0.0,0.0,0.01,0.23228571428571426,0.5724285714285714,0.0,1.0441428571428573,0.27285714285714285,0.0,0.012857142857142857,0.14999999999999997,0.0,0.0,14.974285714285713,2.8225,0.0,18.55,0.05,0.08333333333333333,0.10333333333333335,0.075,0.0,0.01,0.19499999999999998,0.44499999999999995,0.08714285714285715,12.0,7,1,1
blueberry-cheesequake,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,1.95,,0.73,0.67,,0.0,0.0,,,17.29,3.07,0.52,,,0.06,0.08,0.02,,,0.14,,0.09,,1,0,0
blueberry-chemdog-7036,,,,,,,,,,,,,,,,,,,,,,,,,,,14.31,1.43,,,,,0.05,0.2,,,,,0.08,,1,0,0
blueberry-cookie,,,,,,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.018000000000000002,0.0,0.0,0.016,0.054000000000000006,0.222,0.0,0.208,0.308,,0.095,0.039,0.0,0.0,,1.69,0.0,7.93,0.0,0.0,0.02,0.0,0.0,0.0,0.06,0.02,0.03,,0,0,1
blueberry-cookies,,,,,,0.0,0.012,0.007285714285714286,0.0008571428571428572,0.00028571428571428574,0.0017142857142857144,0.0005714285714285715,0.08914285714285715,0.02542857142857143,0.004428571428571428,0.03157142857142858,0.10971428571428572,0.31485714285714284,0.0,0.35757142857142865,0.5525714285714286,,0.16871428571428573,0.3232857142857143,0.0,0.0,,0.5399999999999999,0.0,20.52285714285714,0.0014285714285714286,0.0,0.042857142857142864,0.0,0.0,0.0,0.5385714285714286,0.06285714285714286,0.004285714285714286,,0,0,7
blueberry-cookies-7b03-a08-1,,,,,,,,0.0,,,,,0.0,,0.0,,0.29,0.17,,0.25,0.0,,0.0,0.0,,,17.38,0.56,,,,,0.04,0.12,,,0.21,,,,1,0,0
blueberry-cough,,,,,,,,0.0,,,,,1.91,,0.44,,0.3,0.0,,0.25,0.25,,0.0,0.0,,,10.94,0.41000000000000003,,,,0.1,0.09,0.05,,,0.14,,,,2,0,0
blueberry-crush,,,,,,,,0.27,,,,,2.07,,0.0,,0.57,0.46,,0.4,0.94,,0.0,0.0,,,11.79,0.26,,,,0.14,0.15,0.11,,,0.27,,0.09,,1,0,0
blueberry-diesel,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7,1.12,,,,0.01,,,,,0.27,0.08,,,1,0,0
blueberry-diesel-led,,,,,,,,,,,,,,,,,,,,,,,,,,,13.82,0.58,,,,0.1,0.05,0.12,,,,0.05,,,1,0,0
blueberry-dome,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.0,0.0,0.0,0.06,0.411,0.0,0.237,0.7609999999999999,,0.191,0.12,0.0,0.0,,0.7,0.0,18.54,0.0,0.0,0.06,0.0,0.0,0.0,0.57,0.06,0.0,,0,0,1
blueberry-dream,,,,,,0.0,0.006999999999999999,0.024,0.003,0.0,0.0,0.0,0.047,0.0,0.0,0.075,0.113,0.386,0.0,0.307,0.926,,0.158,0.087,0.0,0.0,,7.74,0.0,10.22,0.0,0.11,0.08,0.0,0.0,0.0,0.16,0.07,0.09,,0,0,1
blueberry-dutch-sativa,,,,,,,,0.0,,,,,0.0,,0.28,,0.59,0.0,,0.26,0.07,,0.0,3.94,,,28.34,0.92,,,,,0.06,0.1,,,1.03,,0.01,,1,0,0
blueberry-dynamite,,,,,,0.0,0.01,0.004,0.0,0.0,0.0,0.008,0.023,0.054000000000000006,0.003,0.006,0.044,0.5720000000000001,0.0,0.115,1.386,,0.244,0.1,0.0,0.0,,0.66,0.0,16.55,0.0,0.0,0.04,0.0,0.0,0.0,0.18,0.03,0.0,,0,0,1
blueberry-dynamite-1kr973-31,,,,,,0.0,0.011,0.006999999999999999,0.0,0.0,0.0,0.006999999999999999,0.033,0.053,0.004,0.011,0.055,0.657,0.0,0.151,1.664,,0.287,0.116,0.0,0.0,,0.66,0.0,21.68,0.0,0.0,0.05,0.0,0.0,0.0,0.19,0.03,0.0,,0,0,1
blueberry-flower,,,,,,,,0.0,,,,,0.0,,0.0,,0.37,1.06,,0.0,0.64,,0.0,0.0,,,24.07,1.06,,,,0.02,0.07,0.14,,,0.52,,0.08,,1,0,0
blueberry-girl-scout-cookies,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.043,0.265,0.0,0.153,0.531,,0.126,0.113,0.0,0.0,,0.7,0.0,16.55,0.0,0.0,0.02,0.0,0.0,0.0,0.34,0.04,0.0,,0,0,1
blueberry-grape-ape,,,,,,,,0.39,,,,,2.01,,0.0,,1.07,0.96,,0.75,0.0,,0.0,0.0,,,13.12,1.32,,,,,0.16,0.14,,,0.37,,0.14,,1,0,0
