strain,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content,ana360,psilabs,sclabs
dama-oil-13092802,,,,,,,,0.0,,,,,0.0,,0.0,,9.2,0.0,,1.03,0.0,,0.0,0.0,,,,78.22,,,,0.5,,0.16,,,,2.01,2.17,,1,0,0
dama-oil-13092803,,,,,,,,0.0,,,,,0.0,,0.0,,1.71,0.0,,1.09,0.0,,0.0,0.0,,,,80.79,,,,0.63,,0.25,,,,1.4,2.16,,1,0,0
dama-oil-13093001,,,,,,,,0.0,,,,,0.0,,0.0,,6.77,0.0,,0.96,0.0,,0.0,0.0,,,0.89,74.65,,,,0.5,,0.19,,,0.38,4.36,1.84,,1,0,0
dama-oil-13100102,,,,,,,,0.0,,,,,0.0,,0.1,,4.76,0.0,,0.6,0.0,,0.0,0.0,,,,63.47,0.28,,,4.41,,0.42,,,0.44,2.85,1.28,,1,0,0
dama-oil-13100103,,,,,,,,0.0,,,,,0.0,,0.0,,3.95,0.0,,0.0,0.0,,0.0,0.0,,,0.45,63.08,0.28,,,2.33,,0.25,,,0.45,1.43,1.4,,1,0,0
dama-oil-13100201,,,,,,,,3.91,,,,,0.0,,0.0,,4.54,0.0,,0.78,0.0,,0.0,0.0,,,,55.5,0.36,,,2.92,,0.29,,,0.38,1.12,1.1,,1,0,0
dama-oil-13100202,,,,,,,,2.225,,,,,0.0,,0.0,,4.135,0.0,,0.265,0.23,,0.295,0.0,,,0.43,58.215,0.29500000000000004,,,2.985,0.42,0.35,,,0.44,1.5,1.2400000000000002,,2,0,0
dama-oil-13100302,,,,,,,,4.05,,,,,0.0,,0.05,,4.79,0.0,,0.86,0.0,,0.0,0.0,,,,58.7,0.32,,,3.15,0.42,,,,0.45,1.95,1.36,,1,0,0
dama-oil-13100501,,,,,,,,2.77,,,,,0.0,,0.11,,1.6,0.0,,0.11,0.0,,0.0,0.0,,,0.5,66.44,0.32,,,2.54,0.4,0.33,,,0.42,1.12,1.52,,1,0,0
dama-oil-13100502,,,,,,,,2.52,,,,,0.0,,0.0,,0.0,0.0,,0.19,0.0,,0.0,0.0,,,,65.52,,,,2.7,0.04,0.42,,,,2.82,2.53,,1,0,0
dama-oil-13100601,,,,,,,,2.31,,,,,0.0,,0.0,,0.0,0.0,,0.05,0.0,,0.0,5.42,,,,65.28,,,,2.92,,0.47,,,0.09,2.96,2.37,,1,0,0
dama-oil-13100601v,,,,,,,,0.7,,,,,0.0,,0.0,,0.4,0.0,,0.21,0.16,,0.0,0.0,,,0.1,42.11,,,,1.81,0.36,,,,,0.77,1.56,,1,0,0
dama-oil-13100801,,,,,,,,2.07,,,,,0.0,,0.0,,0.26,0.0,,0.32,0.0,,0.0,5.45,,,,63.21,,,,2.87,,0.44,,,,3.74,2.21,,1,0,0
dama-oil-13100802,,,,,,,,2.17,,,,,0.0,,0.0,,0.5,0.0,,0.38,0.0,,0.0,4.23,,,,60.86,,,,2.9,,0.43,,,0.09,3.53,1.96,,1,0,0
dama-oil-13100901,,,,,,,,2.86,,,,,0.0,,0.0,,0.0,1.01,,0.26,0.0,,0.0,8.85,,,,79.36,,,,3.23,,0.6,,,0.07,3.76,2.98,,1,0,0
dama-oil-13101001,,,,,,,,0.0,,,,,0.0,,0.0,,3.53,0.0,,0.71,0.0,,0.0,0.0,,,0.41,62.48,0.26,,,1.14,,0.38,,,0.38,1.15,1.53,,1,0,0
dama-oil-13101101,,,,,,,,0.0,,,,,0.0,,0.0,,1.56,0.0,,0.82,0.0,,0.71,0.0,,,0.41,32.12,,,,0.08,,43.33,,,,3.16,3.18,,1,0,0
dama-oil-13101102,,,,,,,,0.0,,,,,0.0,,0.0,,1.86,0.0,,0.92,0.0,,1.45,0.0,,,0.43,7.4,,,,0.02,,63.48,,,0.46,2.55,3.96,,1,0,0
dama-oil-13101201,,,,,,,,0.0,,,,,0.0,,0.0,,13.1,0.0,,2.98,0.0,,0.0,1.96,,,0.62,17.62,,,,0.06,0.81,42.88,,,0.43,2.05,2.77,,1,0,0
dama-oil-13101202,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,2.61,,0.95,1.08,,0.0,0.0,,,,64.6,,,,2.71,,1.35,,,0.06,1.36,2.93,,1,0,0
dama-oil-13101301,,,,,,,,0.54,,,,,0.0,,0.0,,0.0,2.55,,0.35,0.89,,0.0,4.26,,,0.16,58.11,,,,3.79,,1.2,,,0.04,1.11,1.59,,1,0,0
dama-oil-13101401,,,,,,,,0.0,,,,,0.0,,0.0,,0.65,2.58,,1.67,0.0,,0.0,0.0,,,0.1,32.85,,,,0.75,,33.33,,,0.08,1.64,4.6,,1,0,0
dama-oil-13101501,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,2.42,,0.11,0.0,,0.0,0.0,,,,70.5,,,,0.77,,1.05,,,,2.31,2.77,,1,0,0
dama-oil-13101701,,,,,,,,0.54,,,,,0.0,,0.0,,0.57,0.0,,1.45,0.0,,0.0,0.0,,,,67.92,0.26,,,2.29,,0.56,,,0.51,1.98,1.31,,1,0,0
dama-oil-13101801,,,,,,,,1.28,,,,,0.0,,0.0,,0.0,0.0,,1.31,0.0,,0.0,0.0,,,0.75,54.82,0.41,,,2.77,,0.28,,,0.5,1.65,1.69,,1,0,0
dama-oil-13101901,,,,,,,,0.82,,,,,0.0,,0.0,,0.17,0.0,,1.66,0.0,,0.0,0.0,,,,70.04,0.3,,,2.39,,0.64,,,0.49,,2.13,,1,0,0
dama-oil-13101902,,,,,,,,1.14,,,,,0.0,,0.0,,0.18,0.0,,1.67,0.0,,0.0,0.0,,,,70.39,0.29,,,1.78,,0.51,,,0.47,,2.06,,1,0,0
dama-oil-13102001,,,,,,,,0.43,,,,,0.0,,0.0,,0.36,0.0,,1.51,0.32,,0.0,0.0,,,1.43,70.51,0.2,,,1.73,,0.8,,,0.48,,1.87,,1,0,0
dama-oil-13102002,,,,,,,,0.0,,,,,0.0,,0.0,,3.29,0.0,,2.72,0.0,,0.0,0.0,,,,70.9,,,,0.35,,0.14,,,0.45,3.13,1.8,,1,0,0
dama-oil-13102101,,,,,,,,0.0,,,,,0.0,,0.0,,2.58,0.0,,2.52,0.0,,0.0,0.0,,,0.48,75.39,,,,0.33,,0.26,,,,2.51,1.28,,1,0,0
dama-oil-13102101v,,,,,,,,0.0,,,,,0.0,,0.0,,1.26,0.0,,1.21,0.0,,0.0,0.0,,,0.49,46.85,,,,0.23,,0.16,,,,1.61,0.89,,1,0,0
dama-oil-13102201,,,,,,,,0.0,,,,,0.0,,0.0,,0.86,0.0,,1.15,0.0,,0.0,0.0,,,,58.1,0.35,,,3.02,,0.36,,,0.54,1.98,1.33,,1,0,0
dama-oil-13102202,,,,,,,,0.0,,,,,0.0,,0.0,,0.65,1.44,,1.04,0.0,,0.0,0.0,,,,57.29,0.41,,,2.53,,,,,0.5,1.77,1.34,,1,0,0
dama-oil-13102301,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,1.5,,1.17,0.0,,0.0,0.0,,,0.55,65.65,0.31,,,2.66,,,,,0.51,1.47,1.93,,1,0,0
dama-oil-13102401,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,1.19,0.31,,0.0,0.0,,,0.58,65.43,0.28,,,2.71,,,,,0.52,,1.83,,1,0,0
dama-oil-13102501,,,,,,,,0.0,,,,,0.0,,0.0,,5.83,0.0,,1.46,0.29,,0.0,0.0,,,0.53,72.62,0.27,,,0.49,,,,,0.47,2.49,1.86,,1,0,0
dama-oil-13102501v,,,,,,,,0.0,,,,,0.0,,0.0,,2.64,0.0,,0.91,0.0,,0.0,0.0,,,0.52,50.13,,,,0.42,,0.13,,,0.48,1.73,1.09,,1,0,0
dama-oil-13102601,,,,,,,,0.0,,,,,0.0,,0.0,,3.14,0.0,,0.87,0.38,,0.0,0.0,,,0.52,68.29,,,,0.51,,,,,0.51,2.36,1.73,,1,0,0
dama-oil-13102602,,,,,,,,0.0,,,,,0.0,,0.0,,4.53,0.0,,1.91,0.28,,0.0,0.0,,,0.5,72.46,,,,0.67,,,,,0.48,2.63,1.6,,1,0,0
dama-oil-13102701,,,,,,,,0.0,,,,,0.0,,0.0,,0.17,0.0,,2.96,0.0,,0.0,0.0,,,0.51,77.77,,,,0.29,,0.25,,,,2.71,1.49,,1,0,0
dama-oil-13102801,,,,,,,,0.46,,,,,0.0,,0.0,,0.02,0.0,,1.96,0.0,,0.0,0.0,,,,78.61,0.28,,,0.16,,0.28,,,,2.58,1.27,,1,0,0
dama-oil-13102901,,,,,,,,0.0,,,,,0.0,,0.0,,0.45,0.0,,1.89,0.0,,0.0,0.0,,,0.15,4.54,,,,0.18,,80.85,,,0.06,1.91,8.1,,1,0,0
dama-oil-13110101,,,,,,,,0.19,,,,,0.0,,0.01,,4.97,0.0,,3.24,0.0,,0.0,0.0,,,,67.22,0.38,,,0.85,,0.34,,,0.47,2.72,1.33,,1,0,0
dama-oil-13110201,,,,,,,,0.0,,,,,0.0,,0.0,,2.07,0.0,,2.1,0.0,,0.0,0.0,,,,40.03,0.49,,,7.36,,0.48,,,0.54,3.11,1.24,,1,0,0
dama-oil-13110301,,,,,,,,0.0,,,,,0.0,,0.46,,1.83,0.0,,1.56,0.0,,0.0,0.0,,,,40.49,0.33,,,8.1,,0.68,,,0.5,3.0,1.38,,1,0,0
dama-oil-13110302,,,,,,,,0.0,,,,,0.0,,0.23,,2.46,0.0,,2.04,0.0,,0.0,0.0,,,,41.4,0.48,,,7.28,,1.77,,,0.49,,1.51,,1,0,0
dama-oil-13110501,,,,,,,,0.94,,,,,0.0,,0.0,,1.48,0.0,,0.33,0.0,,0.0,0.93,,,0.63,74.39,,,,0.24,,0.2,,,,1.42,1.32,,1,0,0
dama-oil-13110502,,,,,,,,0.7,,,,,0.0,,0.0,,0.0,2.61,,0.0,0.39,,0.0,0.0,,,0.11,62.51,,,,0.15,,,,,,1.62,2.1,,1,0,0
dama-oil-13110701,,,,,,,,0.0,,,,,0.0,,0.0,,0.19,0.0,,2.52,0.0,,0.0,1.34,,,0.66,4.25,,,,,,69.66,,,0.59,2.83,4.51,,1,0,0
dama-oil-13110702,,,,,,,,0.0,,,,,0.0,,0.0,,1.0,0.0,,2.58,0.0,,0.0,0.0,,,,3.93,,,,,,68.64,,,0.6,2.74,4.44,,1,0,0
dama-oil-13111601,,,,,,,,0.0,,,,,0.0,,0.0,,0.89,2.52,,0.52,0.36,,0.0,0.0,,,0.16,69.16,,,,0.54,,,,,,2.24,2.71,,1,0,0
dama-oil-13111602,,,,,,,,0.0,,,,,0.0,,0.0,,1.13,2.48,,1.21,0.0,,0.0,0.0,,,,70.02,,,,0.53,,0.69,,,,2.26,2.62,,1,0,0
dama-oil-13111602v,,,,,,,,0.0,,,,,0.0,,0.0,,0.41,0.0,,0.0,0.18,,0.0,0.0,,,0.09,44.63,,,,0.37,0.35,,,,,1.5,1.74,,1,0,0
dama-oil-13111701,,,,,,,,0.0,,,,,0.0,,0.0,,0.97,2.5,,1.09,0.37,,0.0,0.0,,,0.11,64.07,,,,0.44,,,,,,2.1,3.14,,1,0,0
dama-oil-13111801,,,,,,,,0.0,,,,,0.0,,0.0,,1.93,1.25,,0.855,0.145,,0.0,0.0,,,0.12,46.39,,,,2.11,,39.42,,,,1.9849999999999999,4.72,,2,0,0
dama-oil-13112001,,,,,,,,0.0,,,,,0.0,,0.0,,2.01,2.48,,0.82,0.32,,0.0,0.0,,,,66.03,,,,0.37,,,,,,3.88,2.49,,1,0,0
dama-oil-13112201,,,,,,,,0.0,,,,,0.0,,0.0,,3.0949999999999998,2.02,,1.435,0.0,,0.0,0.0,,,0.16,58.11,0.29,,,0.29500000000000004,0.45,0.315,,,0.45,3.66,1.8399999999999999,,2,0,0
dama-oil-13112301,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,2.52,,0.06,0.0,,0.0,0.0,,,0.16,74.94,,,,0.56,,0.5,,,,2.9,3.83,,1,0,0
dama-oil-13112302,,,,,,,,0.0,,,,,0.0,,0.0,,0.5,2.64,,0.65,0.0,,0.0,0.0,,,0.11,57.1,,,,2.27,,0.46,,,,1.59,3.6,,1,0,0
dama-oil-13112501,,,,,,,,0.7,,,,,0.0,,0.0,,1.58,1.59,,2.0,0.0,,0.0,0.0,,,0.57,64.28,0.3,,,1.8,0.48,0.2,,,0.52,2.06,1.47,,1,0,0
dama-oil-13112501v,,,,,,,,0.58,,,,,0.0,,0.0,,0.52,0.0,,0.5,0.0,,0.0,0.0,,,,49.42,,,,1.44,,,,,,1.29,2.16,,1,0,0
dama-oil-13112701,,,,,,,,0.0,,,,,0.0,,0.0,,0.26,1.56,,1.79,0.0,,0.0,0.0,,,,69.37,,,,2.06,0.47,0.22,,,0.53,2.51,1.82,,1,0,0
dama-oil-13112701v,,,,,,,,0.34,,,,,0.0,,0.0,,0.0,0.0,,0.48,0.18,,0.0,0.0,,,0.11,43.88,,,,1.35,,,,,,1.13,2.33,,1,0,0
dama-oil-13112801,,,,,,,,0.37,,,,,0.0,,0.0,,0.79,1.53,,1.49,0.0,,0.0,0.0,,,,66.88,0.22,,,1.7,0.46,0.13,,,0.51,2.01,2.53,,1,0,0
dama-oil-13112802,,,,,,,,0.76,,,,,0.0,,0.0,,0.05,1.63,,0.96,0.0,,0.0,0.0,,,0.62,59.31,0.37,,,3.77,0.52,0.24,,,0.54,1.87,1.33,,1,0,0
dama-oil-13112802v,,,,,,,,2.8,,,,,0.0,,0.0,,0.0,2.64,,0.0,0.32,,0.0,0.0,,,0.09,45.04,,,,3.07,,0.11,,,,1.28,1.94,,1,0,0
dama-oil-13112901,,,,,,,,1.07,,,,,0.0,,0.0,,0.0,1.63,,0.93,0.0,,0.0,0.0,,,0.74,62.39,0.22,,,3.86,0.53,0.26,,,0.51,1.68,1.17,,1,0,0
dama-oil-13112901v,,,,,,,,1.99,,,,,0.0,,0.0,,0.0,0.0,,0.21,0.26,,0.0,0.0,,,0.16,43.58,,,,2.73,0.38,,,,,1.05,1.5,,1,0,0
dama-oil-13113001,,,,,,,,1.1,,,,,0.0,,0.0,,0.31,1.61,,1.46,0.0,,0.0,0.0,,,0.58,61.64,0.37,,,3.09,0.51,0.24,,,0.56,1.16,1.48,,1,0,0
dama-oil-13120301,,,,,,,,0.0,,,,,0.0,,0.0,,0.4,2.95,,0.31,0.45,,0.0,0.0,,,0.25,75.49,,,,0.23,,0.04,,,,3.59,4.28,,1,0,0
dama-oil-13120401,,,,,,,,0.85,,,,,0.0,,0.0,,0.54,2.95,,1.25,0.53,,0.0,0.0,,,0.12,77.36,,,,0.34,,,,,,1.54,3.61,,1,0,0
dama-oil-13120601,,,,,,,,0.07,,,,,0.0,,0.0,,2.52,0.0,,1.93,0.0,,0.0,1.1,,,0.49,71.13,0.36,,,0.47,,0.14,,,0.47,3.13,1.49,,1,0,0
dama-oil-13120601v,,,,,,,,0.0,,,,,0.0,,0.0,,1.84,1.34,,1.35,0.0,,0.0,1.06,,,,52.73,0.25,,,0.36,,0.12,,,0.47,2.53,1.19,,1,0,0
dama-oil-13120701,,,,,,,,0.0,,,,,0.0,,0.03,,3.51,0.0,,1.94,0.0,,0.0,0.0,,,0.55,68.14,0.31,,,0.49,,0.16,,,0.47,3.21,1.42,,1,0,0
dama-oil-13120801,,,,,,,,0.6,,,,,0.0,,0.0,,0.65,0.0,,1.14,0.23,,0.0,0.0,,,0.55,65.55,,,,1.93,,0.14,,,0.49,1.49,2.18,,1,0,0
dama-oil-13120802,,,,,,,,0.41,,,,,0.0,,0.0,,0.78,2.49,,1.02,0.31,,0.0,0.0,,,0.15,62.68,,,,1.26,,0.07,,,,2.26,2.9,,1,0,0
dama-oil-13121101,,,,,,,,0.93,,,,,0.0,,0.0,,0.0,0.0,,0.51,0.35,,0.0,5.81,,,0.17,45.84,,,,4.9,,0.17,,,,1.95,2.02,,1,0,0
dama-oil-13121201,,,,,,,,0.0,,,,,0.0,,0.0,,1.76,2.51,,2.06,0.0,,0.0,0.0,,,0.21,75.71,,,,0.35,,0.31,,,,3.59,4.25,,1,0,0
dama-oil-13121202,,,,,,,,0.0,,,,,0.0,,0.0,,0.39,0.0,,1.0,0.0,,0.0,0.0,,,,75.14,,,,0.83,0.35,0.37,,,,2.38,3.04,,1,0,0
dama-oil-13121401,,,,,,,,0.0,,,,,0.0,,0.0,,0.45,2.42,,2.18,0.0,,0.0,0.0,,,,72.66,,,,1.03,,,,,,2.91,6.47,,1,0,0
dama-oil-13121501,,,,,,,,0.25,,,,,0.0,,0.0,,2.48,1.35,,2.64,0.0,,0.0,0.0,,,,70.57,0.27,,,0.42,,0.22,,,0.46,3.87,1.96,,1,0,0
dama-oil-13121901,,,,,,,,0.0,,,,,0.0,,0.0,,0.4,1.37,,1.68,0.0,,0.0,0.0,,,0.58,26.21,,,,0.04,0.45,49.91,,,0.52,,3.07,,1,0,0
dama-oil-13121902,,,,,,,,0.0,,,,,0.0,,0.0,,0.12,0.0,,1.57,0.0,,0.0,0.0,,,0.81,25.41,,,,0.04,0.45,50.27,,,0.49,,3.1,,1,0,0
dama-oil-13122401v,,,,,,,,0.0,,,,,0.0,,0.0,,2.69,1.46,,1.14,0.0,,0.0,0.0,,,0.57,51.76,,,,0.44,,0.12,,,0.47,1.8,1.15,,1,0,0
dama-oil-13122402v,,,,,,,,0.0,,,,,0.0,,0.0,,3.65,1.51,,1.58,0.0,,0.0,0.38,,,0.6,56.49,0.24,,,0.27,,0.13,,,0.45,2.4,1.16,,1,0,0
dama-oil-13122701,,,,,,,,0.0,,,,,0.0,,0.0,,0.65,0.0,,1.09,0.0,,0.0,0.0,,,,36.64,,,,0.11,,42.8,,,0.36,3.13,5.53,,1,0,0
dama-oil-13123001,,,,,,,,0.0,,,,,0.0,,0.0,,0.51,0.0,,1.11,0.0,,0.0,0.0,,,,88.13,,,,0.2,,0.87,,,0.34,3.37,3.26,,1,0,0
dama-oil-14010501,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,1.62,0.0,,0.0,0.0,,,0.16,6.52,,,,0.08,0.37,71.44,,,0.13,,9.52,,1,0,0
dama-oil-14010602,,,,,,,,0.0,,,,,0.0,,0.0,,0.98,0.0,,0.93,0.0,,0.0,2.69,,,0.03,16.96,,,,0.31,1.65,28.03,,,0.18,3.08,5.04,,1,0,0
dama-oil-14010701,,,,,,,,0.0,,,,,0.0,,0.0,,2.78,0.0,,2.62,2.85,,0.0,3.39,,,,18.48,,,,0.03,1.78,28.09,,,0.2,,5.71,,1,0,0
dama-oil-14010702,,,,,,,,0.0,,,,,0.0,,0.0,,1.88,0.0,,3.08,4.31,,0.0,3.3,,,0.32,19.71,,,,,7.54,19.2,,,0.37,,4.37,,1,0,0
dama-oil-14011101,,,,,,,,0.0,,,,,0.0,,0.0,,2.06,0.0,,0.81,0.84,,0.0,0.0,,,0.49,77.81,,,,0.2,,0.36,,,,2.38,3.65,,1,0,0
dama-oil-14011102,,,,,,,,0.0,,,,,0.0,,0.0,,2.14,0.0,,1.03,0.0,,0.0,0.0,,,,65.45,,,,0.19,,0.24,,,0.04,1.82,3.08,,1,0,0
dama-oil-14011201,,,,,,,,0.74,,,,,0.0,,0.0,,1.63,0.0,,1.6,0.57,,0.0,0.0,,,0.16,71.92,,,,0.31,,0.27,,,,3.29,3.83,,1,0,0
dama-oil-14011301,,,,,,,,0.73,,,,,0.0,,0.0,,0.0,0.0,,0.12,0.0,,0.0,0.0,,,,43.86,,,,0.1,,0.3,,,0.09,2.4,3.06,,1,0,0
dama-oil-14011601,,,,,,,,0.0,,,,,0.0,,0.0,,1.51,0.0,,2.01,0.33,,0.0,0.0,,,0.16,71.55,,,,0.31,,0.21,,,,2.45,5.52,,1,0,0
dama-oil-14011602,,,,,,,,0.72,,,,,0.0,,0.0,,1.51,0.0,,1.12,0.3,,0.0,0.0,,,0.08,62.31,,,,0.22,,0.85,,,,2.4,3.34,,1,0,0
dama-oil-14011701,,,,,,,,0.6,,,,,0.0,,0.0,,1.36,0.0,,1.32,0.36,,0.0,0.0,,,0.07,71.81,,,,0.16,,0.56,,,0.02,2.63,3.6,,1,0,0
dama-oil-14011801,,,,,,,,0.0,,,,,0.0,,0.0,,1.09,0.0,,1.42,0.36,,0.0,0.0,,,0.14,76.28,,,,0.32,,0.23,,,,2.15,3.51,,1,0,0
dama-oil-14011901,,,,,,,,0.19,,,,,0.0,,0.0,,2.605,1.315,,0.965,0.275,,0.0,0.0,,,0.27999999999999997,63.39,,,,0.19,,0.255,,,,2.145,2.1849999999999996,,2,0,0
dama-oil-14012301,,,,,,,,0.74,,,,,0.0,,0.0,,1.21,2.48,,1.15,0.27,,0.0,0.0,,,0.12,67.7,,,,0.24,,0.25,,,,1.93,3.5,,1,0,0
dama-oil-14012401,,,,,,,,0.0,,,,,0.0,,0.0,,2.79,2.6,,1.51,0.0,,0.0,0.0,,,0.54,68.71,,,,0.31,,0.22,,,0.16,,3.04,,1,0,0
dama-oil-14012501,,,,,,,,0.0,,,,,0.0,,0.0,,2.77,0.0,,2.09,0.0,,0.0,0.82,,,1.08,71.59,,,,0.3,,0.09,,,0.13,,3.06,,1,0,0
dama-oil-14012502,,,,,,,,0.0,,,,,0.0,,0.0,,5.52,2.67,,1.94,0.0,,0.0,0.0,,,,68.52,,,,0.3,,0.23,,,0.15,2.68,2.39,,1,0,0
dama-oil-14012601,,,,,,,,0.0,,,,,0.0,,0.0,,1.33,3.27,,1.5,0.0,,0.0,0.0,,,1.37,76.92,,,,0.08,,0.58,,,0.13,,3.42,,1,0,0
dama-oil-14012701,,,,,,,,0.0,,,,,0.0,,0.0,,1.47,2.48,,1.79,0.0,,0.0,0.0,,,0.94,68.22,,,,0.33,,0.24,,,0.18,,3.0,,1,0,0
dama-oil-14012801,,,,,,,,0.31,,,,,4.69,,0.0,,1.95,0.0,,2.67,0.0,,0.0,0.0,,,0.75,78.53,,,,0.33,,0.25,,,0.16,,4.07,,1,0,0
dama-oil-14020201,,,,,,,,0.0,,,,,0.0,,0.0,,5.92,2.39,,0.97,0.0,,0.0,0.0,,,0.1,66.68,,,,0.67,,0.2,,,,2.51,2.2,,1,0,0
dama-oil-14020801,,,,,,,,0.0,,,,,0.0,,0.0,,1.67,0.0,,1.76,0.0,,0.0,0.0,,,,71.66,,,,0.33,,0.21,,,0.13,3.72,3.95,,1,0,0
dama-oil-14020802,,,,,,,,0.0,,,,,0.0,,0.0,,6.27,0.0,,1.66,0.0,,0.0,0.0,,,0.2,74.2,,,,0.26,,0.25,,,0.17,4.29,4.24,,1,0,0
dama-oil-14021001,,,,,,,,0.0,,,,,0.0,,0.0,,1.67,0.0,,2.11,0.0,,0.0,0.0,,,,68.48,,,,0.36,,0.26,,,0.17,2.98,3.22,,1,0,0
dama-oil-14021201,,,,,,,,0.27,,,,,4.4,,0.0,,1.92,0.0,,2.22,2.08,,0.0,0.0,,,,73.49,,,,0.3,,0.23,,,,2.58,3.75,,1,0,0
dama-oil-14021401,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,1.57,3.21,,0.0,0.0,,,1.15,4.24,,,,0.19,,69.74,,,0.23,,8.59,,1,0,0
dama-oil-14021501,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,1.42,0.0,,0.0,0.0,,,1.01,3.28,,,,0.17,,73.59,,,0.21,,8.97,,1,0,0
dama-oil-14021502,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,1.31,3.31,,0.0,0.0,,,,3.29,,,,0.15,,71.5,,,0.23,4.15,8.64,,1,0,0
dama-oil-14021503,,,,,,,,0.0,,,,,0.0,,0.0,,0.19,0.0,,1.21,0.0,,0.0,0.0,,,,3.27,,,,0.12,,71.4,,,0.23,3.97,8.5,,1,0,0
dama-oil-14021601,,,,,,,,0.0,,,,,0.0,,0.0,,1.93,0.0,,2.5,0.0,,0.0,0.9,,,,2.83,,,,0.11,0.57,62.52,,,0.15,7.3,6.94,,1,0,0
dama-oil-14021701,,,,,,,,0.0,,,,,0.0,,0.0,,0.8,0.0,,1.61,0.0,,0.0,1.52,,,,3.16,,,,0.51,6.81,58.8,,,0.3,,5.65,,1,0,0
dama-oil-14021801,,,,,,,,0.0,,,,,0.0,,0.03,,1.835,1.21,,4.245,0.0,,0.0,0.0,,,1.23,24.28,,,,0.14500000000000002,0.54,39.45,,,0.175,3.3,5.495,,2,0,0
dama-oil-14021901,,,,,,,,0.0,,,,,0.0,,0.0,,4.98,2.39,,3.01,0.0,,0.0,0.0,,,,76.35,,,,0.29,,0.53,,,,3.28,2.19,,1,0,0
dama-oil-14022601,,,,,,,,0.0,,,,,0.0,,0.0,,0.46,3.14,,1.33,0.0,,0.0,0.0,,,,22.03,,,,0.17,,42.34,,,0.22,3.68,6.26,,1,0,0
dama-oil-14030101,,,,,,,,0.0,,,,,0.0,,0.0,,3.06,2.44,,0.88,0.48,,0.0,0.0,,,0.1,74.25,,,,0.49,,0.19,,,,2.39,3.58,,1,0,0
dama-oil-14030401,,,,,,,,0.87,,,,,0.0,,0.0,,0.0,0.0,,0.84,0.0,,0.0,4.12,,,0.21,19.2,0.01,,,0.1,2.54,42.73,,,0.13,2.08,5.68,,1,0,0
dama-oil-14030601,,,,,,,,0.0,,,,,0.0,,0.0,,1.42,0.0,,1.02,0.19,,0.0,0.0,,,0.08,74.47,,,,0.52,,,,,,3.88,2.94,,1,0,0
dama-oil-14030701,,,,,,,,0.0,,,,,0.0,,0.0,,1.3,0.0,,1.38,0.11,,0.0,0.0,,,0.09,58.22,,,,2.9,,,,,,1.43,3.26,,1,0,0
dama-oil-14030702,,,,,,,,0.74,,,,,0.0,,0.0,,2.28,0.0,,2.66,0.41,,0.0,0.0,,,0.08,75.5,,,,0.27,,,,,,1.5,4.94,,1,0,0
dama-oil-14030801,,,,,,,,0.0,,,,,0.0,,0.0,,4.07,0.0,,1.02,0.23,,0.0,0.0,,,0.09,75.62,,,,0.18,,0.2,,,,1.82,3.43,,1,0,0
dama-oil-14031001,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,2.41,,0.0,0.43,,0.0,4.15,,,0.09,73.08,,,,0.44,,0.34,,,,2.33,3.16,,1,0,0
dama-oil-14031002,,,,,,,,0.0,,,,,0.0,,0.0,,1.92,2.81,,3.18,0.0,,0.0,0.0,,,,70.73,,,,0.74,,0.24,,,,2.8,2.84,,1,0,0
dama-oil-14031201,,,,,,,,0.0,,,,,0.0,,0.0,,2.85,2.26,,2.26,0.0,,0.0,0.0,,,,70.57,,,,0.29,,0.21,,,,3.65,6.32,,1,0,0
dama-oil-14031301,,,,,,,,0.0,,,,,0.0,,0.0,,3.24,2.35,,7.63,0.0,,0.0,0.0,,,,28.94,,,,0.16,2.98,26.5,,,0.3,3.8,4.17,,1,0,0
dama-oil-14031401,,,,,,,,0.56,,,,,0.0,,1.07,,1.22,2.62,,0.17,0.0,,0.0,0.0,,,0.15,60.18,,,,3.16,0.4,1.92,,,0.03,1.56,2.25,,1,0,0
dama-oil-14031402-after,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,4.55,1.83,,0.0,10.35,,,2.84,13.59,,,,,14.85,18.8,,,0.99,1.82,2.2,,1,0,0
